village_code_2011,village_name_2011,state_code_2011,district_code_2011,sub_district_code_2011,village_code_2001,village_name_2001,state_code_2001,district_code_2001,sub_district_code_2001,CEN_2001
626767,Ravona ,30,585,5613,11000,Ravona,30,1,5,3001000500011000
626768,Gonteli ,30,585,5613,11100,Gonteli,30,1,5,3001000500011100
626769,Siroli ,30,585,5613,11200,Siroli,30,1,5,3001000500011200
626770,Anjunem ,30,585,5613,11300,Anjunem,30,1,5,3001000500011300
626771,Quelaudem ,30,585,5613,11400,Quelaudem,30,1,5,3001000500011400
626772,Ponsuli ,30,585,5613,11500,Ponsuli,30,1,5,3001000500011500
626773,Choraundem ,30,585,5613,11600,Choraundem,30,1,5,3001000500011600
626774,Ivrem-Buzruco ,30,585,5613,11700,Ivrem-Buzruco,30,1,5,3001000500011700
626775,Ivrem-Curdo ,30,585,5613,11800,Ivrem-Curdo,30,1,5,3001000500011800
626776,Golauli ,30,585,5613,11900,Golauli,30,1,5,3001000500011900
626777,Surla ,30,585,5613,12000,Surla,30,1,5,3001000500012000
626778,Satrem ,30,585,5613,12100,Satrem,30,1,5,3001000500012100
626779,Derodem ,30,585,5613,12200,Derodem,30,1,5,3001000500012200
626780,Codal ,30,585,5613,12300,Codal,30,1,5,3001000500012300
626781,Rivem ,30,585,5613,12400,Rivem,30,1,5,3001000500012400
626782,Dongurli ,30,585,5613,12500,Dongurli,30,1,5,3001000500012500
626783,Pale ,30,585,5613,12600,Pale,30,1,5,3001000500012600
626784,Gululem ,30,585,5613,12700,Gululem,30,1,5,3001000500012700
626785,Querim ,30,585,5613,12800,Querim,30,1,5,3001000500012800
626786,Morlem ,30,585,5613,12900,Morlem,30,1,5,3001000500012900
626787,Saleli ,30,585,5613,13100,Saleli,30,1,5,3001000500013100
626788,Zormen ,30,585,5613,13200,Zormen,30,1,5,3001000500013200
626789,Dabem ,30,585,5613,13300,Dabem,30,1,5,3001000500013300
626790,Compordem ,30,585,5613,13400,Compordem,30,1,5,3001000500013400
626791,Edorem ,30,585,5613,13500,Edorem,30,1,5,3001000500013500
626792,Naneli ,30,585,5613,13600,Naneli,30,1,5,3001000500013600
626793,Carambolim- Brama ,30,585,5613,13700,Carambolim-Brama,30,1,5,3001000500013700
626794,Xelopo-Buzruco ,30,585,5613,13800,Xelopo-Buzruco,30,1,5,3001000500013800
626795,Sigonem ,30,585,5613,13900,Sigonem,30,1,5,3001000500013900
626796,Maloli ,30,585,5613,14000,Maloli,30,1,5,3001000500014000
626797,Nanorem ,30,585,5613,14100,Nanorem,30,1,5,3001000500014100
626798,Vainguinim ,30,585,5613,14200,Vainguinim,30,1,5,3001000500014200
626799,Zarani ,30,585,5613,14300,Zarani,30,1,5,3001000500014300
626800,Ustem ,30,585,5613,14400,Ustem,30,1,5,3001000500014400
626801,Davem ,30,585,5613,14500,Davem,30,1,5,3001000500014500
626802,Bombedem ,30,585,5613,14600,Bombedem,30,1,5,3001000500014600
626803,Ambedem ,30,585,5613,14700,Ambedem,30,1,5,3001000500014700
626804,Nagargao ,30,585,5613,14800,Nagargao,30,1,5,3001000500014800
626805,Satorem ,30,585,5613,14900,Satorem,30,1,5,3001000500014900
626806,Mauzi ,30,585,5613,15000,Mauzi,30,1,5,3001000500015000
626807,Buimpal ,30,585,5613,15100,Buimpal,30,1,5,3001000500015100
626808,Cumarconda ,30,585,5613,15200,Cumarconda,30,1,5,3001000500015200
626809,Pissurlem ,30,585,5613,15300,Pissurlem,30,1,5,3001000500015300
626810,Sonus-Vonvoliem ,30,585,5613,15400,Sonus-Vonvoliem,30,1,5,3001000500015400
626811,Vaguriem ,30,585,5613,15500,Vaguriem,30,1,5,3001000500015500
626812,Codiem ,30,585,5613,15600,Codiem,30,1,5,3001000500015600
626813,Naguem ,30,585,5613,15700,Naguem,30,1,5,3001000500015700
626814,Ansolem ,30,585,5613,15800,Ansolem,30,1,5,3001000500015800
626815,Cudcem ,30,585,5613,15900,Cudcem,30,1,5,3001000500015900
626816,Sanvordem ,30,585,5613,16000,Sanvordem,30,1,5,3001000500016000
626817,Sonal ,30,585,5613,16100,Sonal,30,1,5,3001000500016100
626818,Codvol ,30,585,5613,16200,Codvol,30,1,5,3001000500016200
626819,Pendral ,30,585,5613,16300,Pendral,30,1,5,3001000500016300
626820,Caranzol ,30,585,5613,16400,Caranzol,30,1,5,3001000500016400
626821,Carambolim-Bozruco ,30,585,5613,16500,Carambolim-Buzruco,30,1,5,3001000500016500
626822,Velguem ,30,585,5613,16600,Velguem,30,1,5,3001000500016600
626823,Codqui ,30,585,5613,16700,Codqui,30,1,5,3001000500016700
626824,Sanvorcem ,30,585,5613,16800,Sanvorcem,30,1,5,3001000500016800
626825,Advoi ,30,585,5613,16900,Advoi,30,1,5,3001000500016900
626826,Ponocem ,30,585,5613,17000,Ponocem,30,1,5,3001000500017000
626827,Vantem ,30,585,5613,17100,Vantem,30,1,5,3001000500017100
626828,Guleli ,30,585,5613,17200,Guleli,30,1,5,3001000500017200
626829,Padeli ,30,585,5613,17300,Padeli,30,1,5,3001000500017300
626830,Birondem ,30,585,5613,17400,Birondem,30,1,5,3001000500017400
626831,Damocem ,30,585,5613,17500,Damocem,30,1,5,3001000500017500
626832,Cotorem ,30,585,5613,17600,Cotorem,30,1,5,3001000500017600
626833,Xelopo-Curdo ,30,585,5613,17700,Xelopo-Curdo,30,1,5,3001000500017700
626834,Siranguli ,30,585,5613,17800,Siranguli,30,1,5,3001000500017800
626835,Sirsodem ,30,585,5613,17900,Sirsodem,30,1,5,3001000500017900
626836,Assodem ,30,585,5613,18000,Assodem,30,1,5,3001000500018000
626837,Govanem ,30,585,5613,18100,Govanem,30,1,5,3001000500018100
626838,Malpona ,30,585,5613,18200,Malpona,30,1,5,3001000500018200
626839,Ambeli ,30,585,5613,18300,Ambeli,30,1,5,3001000500018300
626840,Melauli ,30,585,5613,18400,Melauli,30,1,5,3001000500018400
626841,Conquirem ,30,585,5613,18500,Conquirem,30,1,5,3001000500018500
626842,Onda (CT),30,585,5613,13000,Onda,30,1,5,3001000500013000
626843,Tivrem ,30,585,5614,18800,Tivrem,30,1,6,3001000600018800
626844,Betqui ,30,585,5614,18900,Betqui,30,1,6,3001000600018900
626845,Volvoi ,30,585,5614,19000,Volvoi,30,1,6,3001000600019000
626846,Savoi-Verem ,30,585,5614,19100,Savoi-Verem,30,1,6,3001000600019100
626847,Adcolna ,30,585,5614,19200,Adcolna,30,1,6,3001000600019200
626848,Boma ,30,585,5614,19300,Boma,30,1,6,3001000600019300
626849,Cuncoliem ,30,585,5614,19400,Cuncoliem,30,1,6,3001000600019400
626850,Querim ,30,585,5614,19500,Querim,30,1,6,3001000600019500
626851,Vagurbem ,30,585,5614,19600,Vagurbem,30,1,6,3001000600019600
626852,Gangem ,30,585,5614,19700,Gangem,30,1,6,3001000600019700
626853,Candepar ,30,585,5614,19900,Candepar,30,1,6,3001000600019900
626854,Velinga ,30,585,5614,20100,Velinga,30,1,6,3001000600020100
626855,Cundaim ,30,585,5614,20200,Cundaim,30,1,6,3001000600020200
626856,Durbhat ,30,585,5614,20400,Durbhat,30,1,6,3001000600020400
626857,Telaulim ,30,585,5614,20500,Telaulim,30,1,6,3001000600020500
626858,Vadi ,30,585,5614,20600,Vadi,30,1,6,3001000600020600
626859,Betora ,30,585,5614,20700,Betora,30,1,6,3001000600020700
626860,Codar ,30,585,5614,20800,Codar,30,1,6,3001000600020800
626861,Nirancal ,30,585,5614,20900,Nirancal,30,1,6,3001000600020900
626862,Conxem ,30,585,5614,21000,Conxem,30,1,6,3001000600021000
626863,Siroda ,30,585,5614,21200,Siroda,30,1,6,3001000600021200
626864,Ponchavadi ,30,585,5614,21300,Ponchavadi,30,1,6,3001000600021300
626865,Candola (CT),30,585,5614,18600,Candola,30,1,6,3001000600018600
626866,Orgao (CT),30,585,5614,18700,Orgao,30,1,6,3001000600018700
626867,Marcaim (CT),30,585,5614,20300,Marcaim,30,1,6,3001000600020300
626868,Priol (CT),30,585,5614,20000,Priol,30,1,6,3001000600020000
626869,Bandora (CT),30,585,5614,40124000,Bandora  (CT),30,1,6,3001000640124000
626870,Curti (CT),30,585,5614,40127000,Curti  (CT),30,1,6,3001000640127000
626871,Quela (CT),30,585,5614,40125000,Queula  (CT),30,1,6,3001000640125000
626872,Borim (CT),30,585,5614,21100,Borim,30,1,6,3001000600021100
626873,Usgao (CT),30,585,5614,19800,Usgao,30,1,6,3001000600019800
626874,Dabolim ,30,586,5615,21400,Dabolim,30,2,1,3002000100021400
626875,Sao Jacinto Island ,30,586,5615,21500,Sao Jacinto Island,30,2,1,3002000100021500
626876,Quelossim ,30,586,5615,21700,Quelossim,30,2,1,3002000100021700
626877,Cuelim ,30,586,5615,21800,Cuelim,30,2,1,3002000100021800
626878,Pale ,30,586,5615,21900,Pale,30,2,1,3002000100021900
626879,Issorcim ,30,586,5615,22000,Issorcim,30,2,1,3002000100022000
626880,Chicolna ,30,586,5615,22100,Chicolna,30,2,1,3002000100022100
626881,Sao Jorge Island ,30,586,5615,22200,Sao Jorge Island,30,2,1,3002000100022200
626882,Velsao ,30,586,5615,22300,Velsao,30,2,1,3002000100022300
626883,Cansaulim ,30,586,5615,22400,Cansaulim,30,2,1,3002000100022400
626884,Arossim ,30,586,5615,22500,Arossim,30,2,1,3002000100022500
626885,Chicalim (CT),30,586,5615,40202000,Chicalim  (CT),30,2,1,3002000140202000
626886,Sancoale (CT),30,586,5615,40203000,Sancoale  (CT),30,2,1,3002000140203000
626887,Cortalim (CT),30,586,5615,21600,Cortalim,30,2,1,3002000100021600
626888,Nagoa ,30,586,5616,22600,Nagoa,30,2,2,3002000200022600
626889,Loutulim ,30,586,5616,22800,Loutulim,30,2,2,3002000200022800
626890,Camurlim ,30,586,5616,22900,Camurlim,30,2,2,3002000200022900
626891,Calata ,30,586,5616,23100,Calata,30,2,2,3002000200023100
626892,Majorda ,30,586,5616,23200,Majorda,30,2,2,3002000200023200
626893,Utorda ,30,586,5616,23300,Utorda,30,2,2,3002000200023300
626894,Gonsua ,30,586,5616,23400,Gonsua,30,2,2,3002000200023400
626895,Betalbatim ,30,586,5616,23500,Betalbatim,30,2,2,3002000200023500
626896,Gandaulim ,30,586,5616,23600,Gandaulim,30,2,2,3002000200023600
626897,Colva ,30,586,5616,23700,Colva,30,2,2,3002000200023700
626898,Vanelim ,30,586,5616,23800,Vanelim,30,2,2,3002000200023800
626899,Seraulim ,30,586,5616,23900,Seraulim,30,2,2,3002000200023900
626900,Duncolim ,30,586,5616,24000,Duncolim,30,2,2,3002000200024000
626901,Rachol ,30,586,5616,24200,Rachol,30,2,2,3002000200024200
626902,Macasana ,30,586,5616,24300,Macasana,30,2,2,3002000200024300
626903,Guirdolim ,30,586,5616,24400,Guirdolim,30,2,2,3002000200024400
626904,Cana ,30,586,5616,24600,Cana,30,2,2,3002000200024600
626905,Sernabatim ,30,586,5616,24700,Sernabatim,30,2,2,3002000200024700
626906,Adsulim ,30,586,5616,24800,Adsulim,30,2,2,3002000200024800
626907,Talaulim ,30,586,5616,24900,Talaulim,30,2,2,3002000200024900
626908,Dramapur ,30,586,5616,25000,Dramapur,30,2,2,3002000200025000
626909,Dicarpale ,30,586,5616,25100,Dicarpale,30,2,2,3002000200025100
626910,Cavorim ,30,586,5616,25200,Cavorim,30,2,2,3002000200025200
626911,Chandor ,30,586,5616,25300,Chandor,30,2,2,3002000200025300
626912,Paroda ,30,586,5616,25400,Paroda,30,2,2,3002000200025400
626913,Mulem ,30,586,5616,25500,Mulem,30,2,2,3002000200025500
626914,Sarzora ,30,586,5616,25600,Sarzora,30,2,2,3002000200025600
626915,Sirlim ,30,586,5616,25700,Sirlim,30,2,2,3002000200025700
626916,Orlim ,30,586,5616,25800,Orlim,30,2,2,3002000200025800
626917,Carmona ,30,586,5616,25900,Carmona,30,2,2,3002000200025900
626918,Deussua ,30,586,5616,26000,Deussua,30,2,2,3002000200026000
626919,Assolna ,30,586,5616,26100,Assolna,30,2,2,3002000200026100
626920,Cavelossim ,30,586,5616,26200,Cavelossim,30,2,2,3002000200026200
626921,Velim,30,586,5616,26300,Velim,30,2,2,3002000200026300
626922,Ambelim ,30,586,5616,26400,Ambelim,30,2,2,3002000200026400
626923,Verna (CT),30,586,5616,22700,Verna,30,2,2,3002000200022700
626924,Nuvem (CT),30,586,5616,23000,Nuvem,30,2,2,3002000200023000
626925,Raia (CT),30,586,5616,24100,Raia,30,2,2,3002000200024100
626926,Curtorim (CT),30,586,5616,24500,Curtorim,30,2,2,3002000200024500
626927,Sao Jose de Areal (CT),30,586,5616,40210000,Sao Jose de Areal  (CT),30,2,2,3002000240210000
626928,Davorlim (CT),30,586,5616,40209000,Davorlim  (CT),30,2,2,3002000240209000
626929,Aquem (CT),30,586,5616,40208000,Aquem (CT),30,2,2,3002000240208000
626930,Navelim (CT),30,586,5616,40207000,Navelim (CT),30,2,2,3002000240207000
626931,Benaulim (CT),30,586,5616,40205000,Benaulim  (CT),30,2,2,3002000240205000
626932,Varca (CT),30,586,5616,40206000,Varca(CT),30,2,2,3002000240206000
626933,Chinchinim (CT),30,586,5616,40215000,Chinchinim  (CT),30,2,2,3002000240215000
626934,Assolda ,30,586,5617,26500,Assolda,30,2,3,3002000300026500
626935,Xic-Xelvona ,30,586,5617,26600,Xic-Xelvona,30,2,3,3002000300026600
626936,Xelvona ,30,586,5617,26700,Xelvona,30,2,3,3002000300026700
626937,Odar,30,586,5617,26800,Odar,30,2,3,3002000300026800
626938,Cotombi ,30,586,5617,27000,Cotombi,30,2,3,3002000300027000
626939,Avedem ,30,586,5617,27100,Avedem,30,2,3,3002000300027100
626940,Chaifi ,30,586,5617,27200,Chaifi,30,2,3,3002000300027200
626941,Sirvoi ,30,586,5617,27300,Sirvoi,30,2,3,3002000300027300
626942,Nagvem ,30,586,5617,27400,Nagvem,30,2,3,3002000300027400
626943,Zanodem ,30,586,5617,27500,Zanodem,30,2,3,3002000300027500
626944,Undorna ,30,586,5617,27600,Undorna,30,2,3,3002000300027600
626945,Molcopona ,30,586,5617,27700,Molcopona,30,2,3,3002000300027700
626946,Molcarnem ,30,586,5617,27800,Molcarnem,30,2,3,3002000300027800
626947,Ambaulim ,30,586,5617,27900,Ambaulim,30,2,3,3002000300027900
626948,Adnem ,30,586,5617,28000,Adnem,30,2,3,3002000300028000
626949,Bali ,30,586,5617,28100,Bali,30,2,3,3002000300028100
626950,Fatorpa ,30,586,5617,28200,Fatorpa,30,2,3,3002000300028200
626951,Quitol ,30,586,5617,28300,Quitol,30,2,3,3002000300028300
626952,Naquerim ,30,586,5617,28400,Naquerim,30,2,3,3002000300028400
626953,Morpila ,30,586,5617,28500,Morpila,30,2,3,3002000300028500
626954,Tiloi ,30,586,5617,28600,Tiloi,30,2,3,3002000300028600
626955,Bendordem ,30,586,5617,28700,Bendordem,30,2,3,3002000300028700
626956,Cavorem ,30,586,5617,28800,Cavorem,30,2,3,3002000300028800
626957,Maina ,30,586,5617,28900,Maina,30,2,3,3002000300028900
626958,Cordem ,30,586,5617,29000,Cordem,30,2,3,3002000300029000
626959,Padi ,30,586,5617,29100,Padi,30,2,3,3002000300029100
626960,Quedem ,30,586,5617,29200,Quedem,30,2,3,3002000300029200
626961,Barcem ,30,586,5617,29300,Barcem,30,2,3,3002000300029300
626962,Gocoldem ,30,586,5617,29400,Gocoldem,30,2,3,3002000300029400
626963,Quisconda ,30,586,5617,29500,Quisconda,30,2,3,3002000300029500
626964,Pirla ,30,586,5617,29600,Pirla,30,2,3,3002000300029600
626965,Sulcorna ,30,586,5617,29700,Sulcorna,30,2,3,3002000300029700
626966,Corla ,30,586,5617,29800,Corla,30,2,3,3002000300029800
626967,Cazur ,30,586,5617,29900,Cazur,30,2,3,3002000300029900
626968,Mangal ,30,586,5617,30000,Mangal,30,2,3,3002000300030000
626969,Xeldem (CT),30,586,5617,26900,Xeldem,30,2,3,3002000300026900
626970,Piliem ,30,586,5618,30100,Piliem,30,2,4,3002000400030100
626971,Darbandora ,30,586,5618,30200,Darbandora,30,2,4,3002000400030200
626972,Sancordem ,30,586,5618,30300,Sancordem,30,2,4,3002000400030300
626973,Aglote ,30,586,5618,30400,Aglote,30,2,4,3002000400030400
626974,Surla ,30,586,5618,30500,Surla,30,2,4,3002000400030500
626975,Molem ,30,586,5618,30600,Molem,30,2,4,3002000400030600
626976,Caranzol ,30,586,5618,30700,Caranzol,30,2,4,3002000400030700
626977,Colem ,30,586,5618,30800,Colem,30,2,4,3002000400030800
626978,Sigao ,30,586,5618,30900,Sigao,30,2,4,3002000400030900
626979,Sangod ,30,586,5618,31000,Sangod,30,2,4,3002000400031000
626980,Cormonem ,30,586,5618,31100,Cormonem,30,2,4,3002000400031100
626981,Codli ,30,586,5618,31200,Codli,30,2,4,3002000400031200
626982,Camarconda ,30,586,5618,31300,Camarconda,30,2,4,3002000400031300
626983,Moissal ,30,586,5618,31400,Moissal,30,2,4,3002000400031400
626984,Bandoli ,30,586,5618,31500,Bandoli,30,2,4,3002000400031500
