village_code_2011;village_name_2011;state_code_2011;district_code_2011;sub_district_code_2011;village_code_2001;village_name_2001;state_code_2001;district_code_2001;sub_district_code_2001
626695;Calangute (CT);30;585;5610;40108000;Calangute  (CT);30;1;2
626696;Saligao (CT);30;585;5610;40107000;Saligao  (CT);30;1;2
626697;Candolim (CT);30;585;5610;40109000;Candolim (CT);30;1;2
626698;Nerul (CT);30;585;5610;5600;Nerul;30;1;2
626699;Reis Magos (CT);30;585;5610;40110000;Reis Magos  (CT);30;1;2
626700;Pilerne (CT);30;585;5610;5800;Pilerne;30;1;2
626701;Penha-de-Franca (CT);30;585;5610;40111000;Penha-de-Franca  (CT);30;1;2
626702;Salvador do Mundo (CT);30;585;5610;5900;Salvador do Mundo;30;1;2
626703;Socorro (CT);30;585;5610;40112000;Socorro (Serula)  (CT);30;1;2
626704;Aldona (CT);30;585;5610;40113000;Aldona  (CT);30;1;2
626705;Ambarim ;30;585;5611;6000;Ambarim;30;1;3
626706;Chorao ;30;585;5611;6100;Chorao;30;1;3
626707;Caraim ;30;585;5611;6200;Caraim;30;1;3
626708;Capao ;30;585;5611;6300;Capao;30;1;3
626709;Navelim ;30;585;5611;6400;Navelim;30;1;3
626710;Goltim ;30;585;5611;6500;Goltim;30;1;3
626711;Malar ;30;585;5611;6600;Malar;30;1;3
626712;Naroa ;30;585;5611;6700;Naroa;30;1;3
626713;Gandaulim ;30;585;5611;7000;Gandaulim;30;1;3
626714;Ella ;30;585;5611;7200;Ella;30;1;3
626715;Bainguinim ;30;585;5611;7300;Bainguinim;30;1;3
626716;Talaulim ;30;585;5611;7400;Talaulim;30;1;3
626717;Goalim Moula ;30;585;5611;7500;Goalim Moula;30;1;3
626718;Carambolim ;30;585;5611;7600;Carambolim;30;1;3
626719;Azossim ;30;585;5611;7700;Azossim;30;1;3
626720;Mandur ;30;585;5611;7800;Mandur;30;1;3
626721;Gancim ;30;585;5611;7900;Gancim;30;1;3
626722;Batim ;30;585;5611;8000;Batim;30;1;3
626723;Curca ;30;585;5611;8100;Curca;30;1;3
626724;Siridao ;30;585;5611;8200;Siridao;30;1;3
626725;Neura-O-Pequeno ;30;585;5611;8300;Neura-O-Pequeno;30;1;3
626726;Neura-O-Grande ;30;585;5611;8400;Neura-O-Grande;30;1;3
626727;Jua (CT);30;585;5611;6800;Jua;30;1;3
626728;Cumbarjua (CT);30;585;5611;6900;Cumbarjua;30;1;3
626729;Corlim (CT);30;585;5611;7100;Corlim;30;1;3
626730;Chimbel (CT);30;585;5611;40119000;Chimbel  (CT);30;1;3
626731;Murda (CT);30;585;5611;40120000;Murda  (OG);30;1;3
626732;Calapor (CT);30;585;5611;40121000;Calapor  (CT);30;1;3
626733;Bambolim (CT);30;585;5611;40122000;Bambolim  (CT);30;1;3
626734;Goa Velha (CT);30;585;5611;40123000;Goa Velha (CT);30;1;3
626735;Mercurim (CT);30;585;5611;8500;Mercurim;30;1;3
626736;Panelim (OG);30;585;5611;40120000;Panelim  (OG);30;1;3
626737;Morambi-O-Grande (Merces) (OG);30;585;5611;40120000;Morambi-O-Grande(Merces)  (OG);30;1;3
626738;Renovadi (OG);30;585;5611;40120000;Renovadi  (OG);30;1;3
626739;Morambi-O-Pequeno (Merces) (OG);30;585;5611;40120000;Morambi-O-Pequeno(Merces) (OG);30;1;3
626740;Cujira (OG);30;585;5611;40120000;Cujira  (OG);30;1;3
645598;Taleigao (OG) (Part);30;585;5611;;;30;1;3
645599;Durgawadi (OG) (Part);30;585;5611;;;30;1;3
626741;Mencurem ;30;585;5612;8600;Mencurem;30;1;4
626742;Dumacem ;30;585;5612;8700;Dumacem;30;1;4
626743;Salem ;30;585;5612;8800;Salem;30;1;4
626744;Latambarcem ;30;585;5612;8900;Latambarcem;30;1;4
626745;Adwalpale ;30;585;5612;9000;Adwalpale;30;1;4
626746;Sirigao ;30;585;5612;9100;Sirigao;30;1;4
626747;Mulgao ;30;585;5612;9200;Mulgao;30;1;4
626748;Ona ;30;585;5612;9300;Ona;30;1;4
626749;Maulinguem North ;30;585;5612;9400;Maulinguem North;30;1;4
626750;Curchirem ;30;585;5612;9500;Curchirem;30;1;4
626751;Sarvona ;30;585;5612;9600;Sarvona;30;1;4
626752;Maem ;30;585;5612;9700;Maem;30;1;4
626753;Vainguinim ;30;585;5612;9800;Vainguinim;30;1;4
626754;Aturli ;30;585;5612;9900;Aturli;30;1;4
626755;Naroa ;30;585;5612;10000;Naroa;30;1;4
626756;Piligao ;30;585;5612;10100;Piligao;30;1;4
626757;Cudnem ;30;585;5612;10200;Cudnem;30;1;4
626758;Amone ;30;585;5612;10300;Amone;30;1;4
626759;Navelim ;30;585;5612;10400;Navelim;30;1;4
626760;Cotombi ;30;585;5612;10500;Cotombi;30;1;4
626761;Surla ;30;585;5612;10600;Surla;30;1;4
626762;Velguem ;30;585;5612;10700;Velguem;30;1;4
626763;Carapur (CT);30;585;5612;40115000;Carapur  (CT);30;1;4
626764;Pale (CT);30;585;5612;40118000;Pale (CT);30;1;4
626765;Podocem ;30;585;5613;10800;Podocem;30;1;5
626766;Poriem ;30;585;5613;10900;Poriem;30;1;5
626767;Ravona ;30;585;5613;11000;Ravona;30;1;5
626768;Gonteli ;30;585;5613;11100;Gonteli;30;1;5
626769;Siroli ;30;585;5613;11200;Siroli;30;1;5
626770;Anjunem ;30;585;5613;11300;Anjunem;30;1;5
626771;Quelaudem ;30;585;5613;11400;Quelaudem;30;1;5
626772;Ponsuli ;30;585;5613;11500;Ponsuli;30;1;5
626773;Choraundem ;30;585;5613;11600;Choraundem;30;1;5
626774;Ivrem-Buzruco ;30;585;5613;11700;Ivrem-Buzruco;30;1;5
626775;Ivrem-Curdo ;30;585;5613;11800;Ivrem-Curdo;30;1;5
626776;Golauli ;30;585;5613;11900;Golauli;30;1;5
626777;Surla ;30;585;5613;12000;Surla;30;1;5
626778;Satrem ;30;585;5613;12100;Satrem;30;1;5
626779;Derodem ;30;585;5613;12200;Derodem;30;1;5
626780;Codal ;30;585;5613;12300;Codal;30;1;5
626781;Rivem ;30;585;5613;12400;Rivem;30;1;5
626782;Dongurli ;30;585;5613;12500;Dongurli;30;1;5
626783;Pale ;30;585;5613;12600;Pale;30;1;5
626784;Gululem ;30;585;5613;12700;Gululem;30;1;5
626785;Querim ;30;585;5613;12800;Querim;30;1;5
626786;Morlem ;30;585;5613;12900;Morlem;30;1;5
626787;Saleli ;30;585;5613;13100;Saleli;30;1;5
626788;Zormen ;30;585;5613;13200;Zormen;30;1;5
626789;Dabem ;30;585;5613;13300;Dabem;30;1;5
626790;Compordem ;30;585;5613;13400;Compordem;30;1;5
626791;Edorem ;30;585;5613;13500;Edorem;30;1;5
626792;Naneli ;30;585;5613;13600;Naneli;30;1;5
626793;Carambolim- Brama ;30;585;5613;13700;Carambolim-Brama;30;1;5
626794;Xelopo-Buzruco ;30;585;5613;13800;Xelopo-Buzruco;30;1;5
626795;Sigonem ;30;585;5613;13900;Sigonem;30;1;5
626796;Maloli ;30;585;5613;14000;Maloli;30;1;5
626797;Nanorem ;30;585;5613;14100;Nanorem;30;1;5
626798;Vainguinim ;30;585;5613;14200;Vainguinim;30;1;5
626799;Zarani ;30;585;5613;14300;Zarani;30;1;5
626800;Ustem ;30;585;5613;14400;Ustem;30;1;5
626801;Davem ;30;585;5613;14500;Davem;30;1;5
626802;Bombedem ;30;585;5613;14600;Bombedem;30;1;5
626803;Ambedem ;30;585;5613;14700;Ambedem;30;1;5
626804;Nagargao ;30;585;5613;14800;Nagargao;30;1;5
626805;Satorem ;30;585;5613;14900;Satorem;30;1;5
626806;Mauzi ;30;585;5613;15000;Mauzi;30;1;5
626807;Buimpal ;30;585;5613;15100;Buimpal;30;1;5
626808;Cumarconda ;30;585;5613;15200;Cumarconda;30;1;5
626809;Pissurlem ;30;585;5613;15300;Pissurlem;30;1;5
626810;Sonus-Vonvoliem ;30;585;5613;15400;Sonus-Vonvoliem;30;1;5
626811;Vaguriem ;30;585;5613;15500;Vaguriem;30;1;5
626812;Codiem ;30;585;5613;15600;Codiem;30;1;5
626813;Naguem ;30;585;5613;15700;Naguem;30;1;5
626814;Ansolem ;30;585;5613;15800;Ansolem;30;1;5
626815;Cudcem ;30;585;5613;15900;Cudcem;30;1;5
626816;Sanvordem ;30;585;5613;16000;Sanvordem;30;1;5
626817;Sonal ;30;585;5613;16100;Sonal;30;1;5
626818;Codvol ;30;585;5613;16200;Codvol;30;1;5
626819;Pendral ;30;585;5613;16300;Pendral;30;1;5
626820;Caranzol ;30;585;5613;16400;Caranzol;30;1;5
626821;Carambolim-Bozruco ;30;585;5613;16500;Carambolim-Buzruco;30;1;5
626822;Velguem ;30;585;5613;16600;Velguem;30;1;5
626823;Codqui ;30;585;5613;16700;Codqui;30;1;5
626824;Sanvorcem ;30;585;5613;16800;Sanvorcem;30;1;5
626825;Advoi ;30;585;5613;16900;Advoi;30;1;5
626826;Ponocem ;30;585;5613;17000;Ponocem;30;1;5
626827;Vantem ;30;585;5613;17100;Vantem;30;1;5
626828;Guleli ;30;585;5613;17200;Guleli;30;1;5
626829;Padeli ;30;585;5613;17300;Padeli;30;1;5
626830;Birondem ;30;585;5613;17400;Birondem;30;1;5
626831;Damocem ;30;585;5613;17500;Damocem;30;1;5
626832;Cotorem ;30;585;5613;17600;Cotorem;30;1;5
626833;Xelopo-Curdo ;30;585;5613;17700;Xelopo-Curdo;30;1;5
626834;Siranguli ;30;585;5613;17800;Siranguli;30;1;5
626835;Sirsodem ;30;585;5613;17900;Sirsodem;30;1;5
626836;Assodem ;30;585;5613;18000;Assodem;30;1;5
626837;Govanem ;30;585;5613;18100;Govanem;30;1;5
626838;Malpona ;30;585;5613;18200;Malpona;30;1;5
626839;Ambeli ;30;585;5613;18300;Ambeli;30;1;5
626840;Melauli ;30;585;5613;18400;Melauli;30;1;5
626841;Conquirem ;30;585;5613;18500;Conquirem;30;1;5
626842;Onda (CT);30;585;5613;13000;Onda;30;1;5
626843;Tivrem ;30;585;5614;18800;Tivrem;30;1;6
626844;Betqui ;30;585;5614;18900;Betqui;30;1;6
626845;Volvoi ;30;585;5614;19000;Volvoi;30;1;6
626846;Savoi-Verem ;30;585;5614;19100;Savoi-Verem;30;1;6
626847;Adcolna ;30;585;5614;19200;Adcolna;30;1;6
626848;Boma ;30;585;5614;19300;Boma;30;1;6
626849;Cuncoliem ;30;585;5614;19400;Cuncoliem;30;1;6
626850;Querim ;30;585;5614;19500;Querim;30;1;6
626851;Vagurbem ;30;585;5614;19600;Vagurbem;30;1;6
626852;Gangem ;30;585;5614;19700;Gangem;30;1;6
626853;Candepar ;30;585;5614;19900;Candepar;30;1;6
626854;Velinga ;30;585;5614;20100;Velinga;30;1;6
626855;Cundaim ;30;585;5614;20200;Cundaim;30;1;6
626856;Durbhat ;30;585;5614;20400;Durbhat;30;1;6
626857;Telaulim ;30;585;5614;20500;Telaulim;30;1;6
626858;Vadi ;30;585;5614;20600;Vadi;30;1;6
626859;Betora ;30;585;5614;20700;Betora;30;1;6
626860;Codar ;30;585;5614;20800;Codar;30;1;6
626861;Nirancal ;30;585;5614;20900;Nirancal;30;1;6
626862;Conxem ;30;585;5614;21000;Conxem;30;1;6
626863;Siroda ;30;585;5614;21200;Siroda;30;1;6
626864;Ponchavadi ;30;585;5614;21300;Ponchavadi;30;1;6
626865;Candola (CT);30;585;5614;18600;Candola;30;1;6
626866;Orgao (CT);30;585;5614;18700;Orgao;30;1;6
626867;Marcaim (CT);30;585;5614;20300;Marcaim;30;1;6
626868;Priol (CT);30;585;5614;20000;Priol;30;1;6
626869;Bandora (CT);30;585;5614;40124000;Bandora  (CT);30;1;6
626870;Curti (CT);30;585;5614;40127000;Curti  (CT);30;1;6
626871;Quela (CT);30;585;5614;40125000;Queula  (CT);30;1;6
626872;Borim (CT);30;585;5614;21100;Borim;30;1;6
626873;Usgao (CT);30;585;5614;19800;Usgao;30;1;6
626874;Dabolim ;30;586;5615;21400;Dabolim;30;2;1
626875;Sao Jacinto Island ;30;586;5615;21500;Sao Jacinto Island;30;2;1
626876;Quelossim ;30;586;5615;21700;Quelossim;30;2;1
626877;Cuelim ;30;586;5615;21800;Cuelim;30;2;1
626878;Pale ;30;586;5615;21900;Pale;30;2;1
626879;Issorcim ;30;586;5615;22000;Issorcim;30;2;1
626880;Chicolna ;30;586;5615;22100;Chicolna;30;2;1
626881;Sao Jorge Island ;30;586;5615;22200;Sao Jorge Island;30;2;1
626882;Velsao ;30;586;5615;22300;Velsao;30;2;1
626883;Cansaulim ;30;586;5615;22400;Cansaulim;30;2;1
626884;Arossim ;30;586;5615;22500;Arossim;30;2;1
626885;Chicalim (CT);30;586;5615;40202000;Chicalim  (CT);30;2;1
626886;Sancoale (CT);30;586;5615;40203000;Sancoale  (CT);30;2;1
626887;Cortalim (CT);30;586;5615;21600;Cortalim;30;2;1
626888;Nagoa ;30;586;5616;22600;Nagoa;30;2;2
626889;Loutulim ;30;586;5616;22800;Loutulim;30;2;2
626890;Camurlim ;30;586;5616;22900;Camurlim;30;2;2
626891;Calata ;30;586;5616;23100;Calata;30;2;2
626892;Majorda ;30;586;5616;23200;Majorda;30;2;2
626893;Utorda ;30;586;5616;23300;Utorda;30;2;2
626894;Gonsua ;30;586;5616;23400;Gonsua;30;2;2
626895;Betalbatim ;30;586;5616;23500;Betalbatim;30;2;2
626896;Gandaulim ;30;586;5616;23600;Gandaulim;30;2;2
626897;Colva ;30;586;5616;23700;Colva;30;2;2
626898;Vanelim ;30;586;5616;23800;Vanelim;30;2;2
626899;Seraulim ;30;586;5616;23900;Seraulim;30;2;2
626900;Duncolim ;30;586;5616;24000;Duncolim;30;2;2
626901;Rachol ;30;586;5616;24200;Rachol;30;2;2
626902;Macasana ;30;586;5616;24300;Macasana;30;2;2
626903;Guirdolim ;30;586;5616;24400;Guirdolim;30;2;2
626904;Cana ;30;586;5616;24600;Cana;30;2;2
626905;Sernabatim ;30;586;5616;24700;Sernabatim;30;2;2
626906;Adsulim ;30;586;5616;24800;Adsulim;30;2;2
626907;Talaulim ;30;586;5616;24900;Talaulim;30;2;2
626908;Dramapur ;30;586;5616;25000;Dramapur;30;2;2
626909;Dicarpale ;30;586;5616;25100;Dicarpale;30;2;2
626910;Cavorim ;30;586;5616;25200;Cavorim;30;2;2
626911;Chandor ;30;586;5616;25300;Chandor;30;2;2
626912;Paroda ;30;586;5616;25400;Paroda;30;2;2
626913;Mulem ;30;586;5616;25500;Mulem;30;2;2
626914;Sarzora ;30;586;5616;25600;Sarzora;30;2;2
626915;Sirlim ;30;586;5616;25700;Sirlim;30;2;2
626916;Orlim ;30;586;5616;25800;Orlim;30;2;2
626917;Carmona ;30;586;5616;25900;Carmona;30;2;2
626918;Deussua ;30;586;5616;26000;Deussua;30;2;2
626919;Assolna ;30;586;5616;26100;Assolna;30;2;2
626920;Cavelossim ;30;586;5616;26200;Cavelossim;30;2;2
626921;Velim;30;586;5616;26300;Velim;30;2;2
626922;Ambelim ;30;586;5616;26400;Ambelim;30;2;2
626923;Verna (CT);30;586;5616;22700;Verna;30;2;2
626924;Nuvem (CT);30;586;5616;23000;Nuvem;30;2;2
626925;Raia (CT);30;586;5616;24100;Raia;30;2;2
626926;Curtorim (CT);30;586;5616;24500;Curtorim;30;2;2
626927;Sao Jose de Areal (CT);30;586;5616;40210000;Sao Jose de Areal  (CT);30;2;2
626928;Davorlim (CT);30;586;5616;40209000;Davorlim  (CT);30;2;2
626929;Aquem (CT);30;586;5616;40208000;Aquem (CT);30;2;2
626930;Navelim (CT);30;586;5616;40207000;Navelim (CT);30;2;2
626931;Benaulim (CT);30;586;5616;40205000;Benaulim  (CT);30;2;2
626932;Varca (CT);30;586;5616;40206000;Varca(CT);30;2;2
626933;Chinchinim (CT);30;586;5616;40215000;Chinchinim  (CT);30;2;2
626934;Assolda ;30;586;5617;26500;Assolda;30;2;3
626935;Xic-Xelvona ;30;586;5617;26600;Xic-Xelvona;30;2;3
626936;Xelvona ;30;586;5617;26700;Xelvona;30;2;3
626937;Odar;30;586;5617;26800;Odar;30;2;3
626938;Cotombi ;30;586;5617;27000;Cotombi;30;2;3
626939;Avedem ;30;586;5617;27100;Avedem;30;2;3
626940;Chaifi ;30;586;5617;27200;Chaifi;30;2;3
626941;Sirvoi ;30;586;5617;27300;Sirvoi;30;2;3
626942;Nagvem ;30;586;5617;27400;Nagvem;30;2;3
626943;Zanodem ;30;586;5617;27500;Zanodem;30;2;3
626944;Undorna ;30;586;5617;27600;Undorna;30;2;3
626945;Molcopona ;30;586;5617;27700;Molcopona;30;2;3
626946;Molcarnem ;30;586;5617;27800;Molcarnem;30;2;3
626947;Ambaulim ;30;586;5617;27900;Ambaulim;30;2;3
626948;Adnem ;30;586;5617;28000;Adnem;30;2;3
626949;Bali ;30;586;5617;28100;Bali;30;2;3
626950;Fatorpa ;30;586;5617;28200;Fatorpa;30;2;3
626951;Quitol ;30;586;5617;28300;Quitol;30;2;3
626952;Naquerim ;30;586;5617;28400;Naquerim;30;2;3
626953;Morpila ;30;586;5617;28500;Morpila;30;2;3
626954;Tiloi ;30;586;5617;28600;Tiloi;30;2;3
626955;Bendordem ;30;586;5617;28700;Bendordem;30;2;3
626956;Cavorem ;30;586;5617;28800;Cavorem;30;2;3
626957;Maina ;30;586;5617;28900;Maina;30;2;3
626958;Cordem ;30;586;5617;29000;Cordem;30;2;3
626959;Padi ;30;586;5617;29100;Padi;30;2;3
626960;Quedem ;30;586;5617;29200;Quedem;30;2;3
626961;Barcem ;30;586;5617;29300;Barcem;30;2;3
626962;Gocoldem ;30;586;5617;29400;Gocoldem;30;2;3
626963;Quisconda ;30;586;5617;29500;Quisconda;30;2;3
626964;Pirla ;30;586;5617;29600;Pirla;30;2;3
626965;Sulcorna ;30;586;5617;29700;Sulcorna;30;2;3
626966;Corla ;30;586;5617;29800;Corla;30;2;3
626967;Cazur ;30;586;5617;29900;Cazur;30;2;3
626968;Mangal ;30;586;5617;30000;Mangal;30;2;3
626969;Xeldem (CT);30;586;5617;26900;Xeldem;30;2;3
626970;Piliem ;30;586;5618;30100;Piliem;30;2;4
626971;Darbandora ;30;586;5618;30200;Darbandora;30;2;4
626972;Sancordem ;30;586;5618;30300;Sancordem;30;2;4
626973;Aglote ;30;586;5618;30400;Aglote;30;2;4
626974;Surla ;30;586;5618;30500;Surla;30;2;4
626975;Molem ;30;586;5618;30600;Molem;30;2;4
626976;Caranzol ;30;586;5618;30700;Caranzol;30;2;4
626977;Colem ;30;586;5618;30800;Colem;30;2;4
626978;Sigao ;30;586;5618;30900;Sigao;30;2;4
626979;Sangod ;30;586;5618;31000;Sangod;30;2;4
626980;Cormonem ;30;586;5618;31100;Cormonem;30;2;4
626981;Codli ;30;586;5618;31200;Codli;30;2;4
626982;Camarconda ;30;586;5618;31300;Camarconda;30;2;4
626983;Moissal ;30;586;5618;31400;Moissal;30;2;4
626984;Bandoli ;30;586;5618;31500;Bandoli;30;2;4
626985;Rumbrem ;30;586;5618;31600;Rumbrem;30;2;4
626986;Antoriem ;30;586;5618;31700;Antoriem;30;2;4
626987;Santona ;30;586;5618;31800;Santona;30;2;4
626988;Calem ;30;586;5618;31900;Calem;30;2;4
626989;Sonauli ;30;586;5618;32000;Sonauli;30;2;4
626990;Boma ;30;586;5618;32100;Boma;30;2;4
626991;Oxel ;30;586;5618;32200;Oxel;30;2;4
626992;Dongurli ;30;586;5618;32300;Dongurli;30;2;4
626993;Patiem ;30;586;5618;32400;Patiem;30;2;4
626994;Maulinguem ;30;586;5618;32500;Maulinguem;30;2;4
626995;Dudal ;30;586;5618;32600;Dudal;30;2;4
626996;Costi ;30;586;5618;32700;Costi;30;2;4
626997;Coranginim ;30;586;5618;32800;Coranginim;30;2;4
626998;Comproi ;30;586;5618;32900;Comproi;30;2;4
626999;Muguli ;30;586;5618;33000;Muguli;30;2;4
627000;Cotarli ;30;586;5618;33100;Cotarli;30;2;4
627001;Xelpem ;30;586;5618;33200;Xelpem;30;2;4
627002;Salauli ;30;586;5618;33300;Salauli;30;2;4
627003;Uguem ;30;586;5618;33400;Uguem;30;2;4
627004;Tudou ;30;586;5618;33500;Tudou;30;2;4
627005;Potrem ;30;586;5618;33600;Potrem;30;2;4
627006;Bati ;30;586;5618;33700;Bati;30;2;4
627007;Cumbari ;30;586;5618;33800;Cumbari;30;2;4
627008;Viliena ;30;586;5618;33900;Viliena;30;2;4
627009;Dongor ;30;586;5618;34000;Dongor;30;2;4
627010;Naiquinim ;30;586;5618;34100;Naiquinim;30;2;4
627011;Porteem ;30;586;5618;34200;Porteem;30;2;4
627012;Curdi ;30;586;5618;34300;Curdi;30;2;4
627013;Colomba ;30;586;5618;34400;Colomba;30;2;4
627014;Rivona ;30;586;5618;34500;Rivona;30;2;4
627015;Curpem ;30;586;5618;34600;Curpem;30;2;4
627016;Vichundrem ;30;586;5618;34700;Vichundrem;30;2;4
627017;Sigonem ;30;586;5618;34800;Sigonem;30;2;4
627018;Netorli ;30;586;5618;34900;Netorli;30;2;4
627019;Nundem ;30;586;5618;35000;Nundem;30;2;4
627020;Verlem ;30;586;5618;35100;Verlem;30;2;4
627021;Sanvordem (CT);30;586;5618;40211000;Sanvordem  (CT);30;2;4
627022;Cola ;30;586;5619;35200;Cola;30;2;5
627023;Agonda ;30;586;5619;35300;Agonda;30;2;5
627024;Canacona ;30;586;5619;35400;Canacona;30;2;5
627025;Gaodongrem ;30;586;5619;35500;Gaodongrem;30;2;5
627026;Poinguinim ;30;586;5619;35600;Poinguinim;30;2;5
627027;Loliem;30;586;5619;35700;Loliem;30;2;5
627028;Cotigao ;30;586;5619;35800;Cotigao;30;2;5
627029;Anjadip ;30;586;5619;35900;Anjadip (Angediva);30;2;5
