village_code_2011;village_name_2011;state_code_2011;district_code_2011;sub_district_code_2011;village_code_2001;village_name_2001;state_code_2001;district_code_2001;sub_district_code_2001
627131;Shiribagilu (CT);32;588;5630;5000;Shiribagilu;32;1;1
627132;Madhur (CT);32;588;5630;5100;Madhur;32;1;1
627133;Kudlu (CT);32;588;5630;40104000;Kudlu (CT);32;1;1
627134;Chengala (CT);32;588;5630;5800;Chengala;32;1;1
627135;Chemnad (CT);32;588;5630;5400;Chemnad;32;1;1
627136;Pallikkara II;32;588;5631;7700;Pallikkara II;32;1;2
627137;Panayal;32;588;5631;7800;Panayal;32;1;2
627138;Chithari;32;588;5631;8100;Chithari;32;1;2
627139;Periya;32;588;5631;8200;Periya;32;1;2
627140;Pullur;32;588;5631;8300;Pullur;32;1;2
627141;Bellur;32;588;5631;8400;Bellur;32;1;2
627142;Kodom;32;588;5631;8500;Kodom;32;1;2
627143;Kallar;32;588;5631;8600;Kallar;32;1;2
627144;Panathady;32;588;5631;8700;Panathady;32;1;2
627145;Balal;32;588;5631;8800;Balal;32;1;2
627146;Maloth ;32;588;5631;8900;Maloth ;32;1;2
627147;West Eleri;32;588;5631;9000;West Eleri;32;1;2
627148;Palavayal;32;588;5631;9100;Palavayal;32;1;2
627149;Chittarikkal;32;588;5631;9200;Chittarikkal;32;1;2
627150;Bheemanady;32;588;5631;9300;Bheemanady;32;1;2
627151;Parappa ;32;588;5631;9400;Parappa ;32;1;2
627152;Thayanur;32;588;5631;9500;Thayanur;32;1;2
627153;Ambalathara;32;588;5631;9600;Ambalathara;32;1;2
627154;Madikai;32;588;5631;9800;Madikai;32;1;2
627155;Kinanoor;32;588;5631;9900;Kinanoor;32;1;2
627156;Karindalam;32;588;5631;10000;Karindalam;32;1;2
627157;Cheemeni II;32;588;5631;10100;Cheemeni II;32;1;2
627158;Cheemeni ;32;588;5631;10200;Cheemeni ;32;1;2
627159;Kayyur;32;588;5631;10300;Kayyur;32;1;2
627160;Kilayikode;32;588;5631;10400;Kilayikode;32;1;2
627161;Thimiri;32;588;5631;10500;Thimiri;32;1;2
627162;Kodakkad;32;588;5631;10600;Kodakkad;32;1;2
627163;Padne;32;588;5631;10900;Padne;32;1;2
627164;Udinoor;32;588;5631;11000;Udinoor;32;1;2
627165;Bare (CT);32;588;5631;7600;Bare;32;1;2
627166;Udma (CT);32;588;5631;40106000;Udma (CT);32;1;2
627167;Pallikkara (CT);32;588;5631;7900;Pallikkara ;32;1;2
627168;Keekan (CT);32;588;5631;8000;Keekan;32;1;2
627169;Ajanur (CT);32;588;5631;9700;Ajanur;32;1;2
627170;Perole (CT);32;588;5631;40107000;Perole  (OG);32;1;2
627171;Pilicode (CT);32;588;5631;10700;Pilicode;32;1;2
627172;Maniyat (CT);32;588;5631;10800;Maniyat;32;1;2
627173;North Thrikkaripur (CT);32;588;5631;11100;North Thrikkaripur;32;1;2
627174;South Thrikkaripur (CT);32;588;5631;11200;South Thrikkaripur;32;1;2
627175;Nileshwar (OG);32;588;5631;40107000;Nileshwar  (OG);32;1;2
627176;Cheruvathur (OG)  ;32;588;5631;40107000;Cheruvathur  (OG);32;1;2
627177;Ramanthali;32;589;5632;11300;Ramanthali;32;2;1
627178;Peralam;32;589;5632;11500;Peralam;32;2;1
627179;Kankole;32;589;5632;11600;Kankole;32;2;1
627180;Alapadamba;32;589;5632;11700;Alapadamba;32;2;1
627181;Eramam;32;589;5632;11800;Eramam;32;2;1
627182;Perinthatta;32;589;5632;11900;Perinthatta;32;2;1
627183;Kuttoor;32;589;5632;12000;Kuttoor;32;2;1
627184;Vellora;32;589;5632;12100;Vellora;32;2;1
627185;Peringome;32;589;5632;12200;Peringome;32;2;1
627186;Thimiri;32;589;5632;12300;Thimiri;32;2;1
627187;Vayakkara;32;589;5632;12400;Vayakkara;32;2;1
627188;Pulingome;32;589;5632;12500;Pulingome;32;2;1
627189;Thirumeni;32;589;5632;12600;Thirumeni;32;2;1
627190;Alakode;32;589;5632;12700;Alakode;32;2;1
627191;Vellad;32;589;5632;12800;Vellad;32;2;1
627192;New Naduvil;32;589;5632;12900;New Naduvil;32;2;1
627193;Kooveri;32;589;5632;13000;Kooveri;32;2;1
627194;Panniyoor;32;589;5632;13100;Panniyoor;32;2;1
627195;Kuttiyeri;32;589;5632;13200;Kuttiyeri;32;2;1
627196;Pattuvam;32;589;5632;13400;Pattuvam;32;2;1
627197;Chuzhali;32;589;5632;13600;Chuzhali;32;2;1
627198;Nediyanga;32;589;5632;13700;Nediyanga;32;2;1
627199;Eruvassy;32;589;5632;13800;Eruvassy;32;2;1
627200;Payyavoor;32;589;5632;13900;Payyavoor;32;2;1
627201;Nuchiyad;32;589;5632;14000;Nuchiyad;32;2;1
627202;Vayathur;32;589;5632;14100;Vayathur;32;2;1
627203;Padiyoor;32;589;5632;14200;Padiyoor;32;2;1
627204;Kalliad;32;589;5632;14300;Kalliad;32;2;1
627205;Sreekandapuram;32;589;5632;14500;Sreekandapuram;32;2;1
627206;Malapattam;32;589;5632;14600;Malapattam;32;2;1
627207;Chengalai;32;589;5632;14700;Chengalai;32;2;1
627208;Kayaralam;32;589;5632;14800;Kayaralam;32;2;1
627209;Karivellur (CT);32;589;5632;11400;Karivellur;32;2;1
627210;Pariyaram (CT);32;589;5632;13300;Pariyaram;32;2;1
627211;Kurumathur (CT);32;589;5632;13500;Kurumathur;32;2;1
627212;Irikkur (CT);32;589;5632;14400;Irikkur;32;2;1
627213;Kuttiattoor (CT);32;589;5632;15100;Kuttiattoor;32;2;1
627214;Mayyil (CT);32;589;5632;15000;Mayyil;32;2;1
627215;Kolacherry (CT);32;589;5632;14900;Kolacherry;32;2;1
627216;Cheleri (CT);32;589;5632;15300;Cheleri;32;2;1
627217;Maniyoor (CT);32;589;5632;15200;Maniyoor;32;2;1
627218;Panapuzha;32;589;5633;15400;Panapuzha;32;2;2
627219;Mattool;32;589;5633;16000;Mattool;32;2;2
627220;Kunhimangalam (CT);32;589;5633;15600;Kunhimangalam;32;2;2
627221;Cheruthazham (CT);32;589;5633;40203000;Cheruthazham (CT);32;2;2
627222;Kadannappalli (CT);32;589;5633;15500;Kadannappalli;32;2;2
627223;Ezhome (CT);32;589;5633;15800;Ezhome;32;2;2
627224;Madayi (CT);32;589;5633;15700;Madayi;32;2;2
627225;Cherukunnu (CT);32;589;5633;15900;Cherukunnu;32;2;2
627226;Kannapuram (CT);32;589;5633;40204000;Kannapuram (CT);32;2;2
627227;Narath (CT);32;589;5633;40211000;Narath (CT);32;2;2
627228;Pappinisseri (CT);32;589;5633;40206000;Pappinisseri (CT);32;2;2
627229;Kalliasseri (CT);32;589;5633;40205000;Kalliasseri (CT);32;2;2
627230;Azhikode North (CT);32;589;5633;40207000;Azhikode North (CT);32;2;2
627231;Azhikode South (CT);32;589;5633;40208000;Azhikode South (CT);32;2;2
627232;Valapattanam (CT);32;589;5633;40209000;Valapattanam (CT);32;2;2
627233;Chirakkal (CT);32;589;5633;40210000;Chirakkal (CT);32;2;2
627234;Kannadiparamba (CT);32;589;5633;40212000;Kannadiparamba (CT);32;2;2
627235;Munderi (CT);32;589;5633;40219000;Munderi (CT);32;2;2
627236;Kanhirode (CT);32;589;5633;40220000;Kanhirode (CT);32;2;2
627237;Varam (CT);32;589;5633;40218000;Varam (CT);32;2;2
627238;Puzhathi (CT);32;589;5633;40213000;Puzhathi (CT);32;2;2
627239;Pallikkunnu (CT);32;589;5633;40214000;Pallikkunnu (CT);32;2;2
627240;Elayavoor (CT);32;589;5633;40217000;Elayavoor (CT);32;2;2
627241;Chelora (CT);32;589;5633;40221000;Chelora (CT);32;2;2
627242;Ancharakandy (CT);32;589;5633;40225000;Ancharakandy (CT);32;2;2
627243;Iriveri (CT);32;589;5633;40224000;Iriveri (CT);32;2;2
627244;Chala (CT);32;589;5633;40223000;Chala (CT);32;2;2
627245;Thottada (CT);32;589;5633;40222000;Thottada (CT);32;2;2
627246;Kadachira (CT);32;589;5633;40228000;Kadachira (CT);32;2;2
627247;Mavilayi (CT);32;589;5633;40227000;Mavilayi (CT);32;2;2
627248;Peralassery (CT);32;589;5633;40226000;Peralasseri (CT);32;2;2
627249;Muzhappilangad (CT);32;589;5633;40229000;Muzhappilangad (CT);32;2;2
627250;Pattannur;32;589;5634;16100;Pattannur;32;2;3
627251;Chavassery;32;589;5634;16400;Chavassery;32;2;3
627252;Keezhur;32;589;5634;16500;Keezhur;32;2;3
627253;Payam;32;589;5634;16600;Payam;32;2;3
627254;Vilamana;32;589;5634;16700;Vilamana;32;2;3
627255;Ayyankunnu;32;589;5634;16800;Ayyankunnu;32;2;3
627256;Aralam;32;589;5634;16900;Aralam;32;2;3
627257;Kottiyoor;32;589;5634;17000;Kottiyoor;32;2;3
627258;Kelakam;32;589;5634;17100;Kelakam;32;2;3
627259;Kanichar;32;589;5634;17200;Kanichar;32;2;3
627260;Manathana;32;589;5634;17300;Manathana;32;2;3
627261;Muzhakkunnu;32;589;5634;17400;Muzhakkunnu;32;2;3
627262;Thillenkeri;32;589;5634;17500;Thillenkeri;32;2;3
627263;Tholambra;32;589;5634;17600;Tholambra;32;2;3
627264;Vellarvelly;32;589;5634;17700;Vellarvelly;32;2;3
627265;Vekkalam;32;589;5634;17800;Vekkalam;32;2;3
627266;Koloyad;32;589;5634;17900;Koloyad;32;2;3
627267;Kannavam;32;589;5634;18000;Kannavam;32;2;3
627268;Sivapuram;32;589;5634;18100;Sivapuram;32;2;3
627269;Cheruvanchery;32;589;5634;18700;Cheruvanchery;32;2;3
627270;Puthoor;32;589;5634;18800;Puthoor;32;2;3
627271;Thrippangottur;32;589;5634;19000;Thrippangottur;32;2;3
627272;Koodali (CT);32;589;5634;16200;Koodali;32;2;3
627273;Keezhallur (CT);32;589;5634;16300;Keezhallur;32;2;3
627274;Paduvilayi (CT);32;589;5634;40231000;Paduvilayi (CT);32;2;3
627275;Pathiriyad (CT);32;589;5634;40232000;Pathiriyad (CT);32;2;3
627276;Mangattidam (CT);32;589;5634;18200;Mangattidam;32;2;3
627277;Kandamkunnu (CT);32;589;5634;18400;Kandamkunnu;32;2;3
627278;Manantheri (CT);32;589;5634;18500;Manantheri;32;2;3
627279;Kottayam-Malabar (CT);32;589;5634;40234000;Kottayam-Malabar (CT);32;2;3
627280;Eruvatti (CT);32;589;5634;18300;Eruvatti;32;2;3
627281;Pinarayi (CT);32;589;5634;40233000;Pinarayi (CT);32;2;3
627282;Dharmadom (CT);32;589;5634;40239000;Dharmadom (CT);32;2;3
627283;Eranholi (CT);32;589;5634;40238000;Eranholi (CT);32;2;3
627284;Kadirur (CT);32;589;5634;40237000;Kadirur (CT);32;2;3
627285;Pattiom (CT);32;589;5634;40236000;Pattiom (CT);32;2;3
627286;Mokeri (CT);32;589;5634;18600;Mokeri;32;2;3
627287;Kolavelloor (CT);32;589;5634;18900;Kolavelloor;32;2;3
627288;Panoor (CT);32;589;5634;40244000;Panoor (CT);32;2;3
627289;Panniyannur (CT);32;589;5634;40243000;Panniyannur (CT);32;2;3
627290;New Mahe (CT);32;589;5634;40241000;New Mahe (CT);32;2;3
627291;Chockli (CT);32;589;5634;40242000;Chockli  (CT);32;2;3
627292;Peringathur (CT);32;589;5634;40245000;Peringathur (CT);32;2;3
627293;Thirunelly;32;590;5635;19100;Thirunelly;32;3;1
627294;Thrissilery;32;590;5635;19200;Thrissilery;32;3;1
627295;Payyampally;32;590;5635;19300;Payyampally;32;3;1
627296;Mananthavady;32;590;5635;19400;Mananthavady;32;3;1
627297;Thavinhal;32;590;5635;19500;Thavinhal;32;3;1
627298;Periya;32;590;5635;19600;Periya;32;3;1
627299;Thondernad;32;590;5635;19700;Thondernad;32;3;1
627300;Valat;32;590;5635;19800;Valat;32;3;1
627301;Edavaka;32;590;5635;19900;Edavaka;32;3;1
627302;Nalloornad;32;590;5635;20000;Nalloornad;32;3;1
627303;Cherukottur;32;590;5635;20100;Cherukottur;32;3;1
627304;Panamaram;32;590;5635;20200;Panamaram;32;3;1
627305;Anchukunnu;32;590;5635;20300;Anchukunnu;32;3;1
627306;Porunnanore;32;590;5635;20400;Porunnanore;32;3;1
627307;Vellamunda;32;590;5635;20500;Vellamunda;32;3;1
627308;Kanjirangad;32;590;5635;20600;Kanjirangad;32;3;1
627309;Nadavayal ;32;590;5636;20700;Nadavayal ;32;3;2
627310;Poothadi;32;590;5636;20800;Poothadi;32;3;2
627311;Pulpalli;32;590;5636;20900;Pulpalli;32;3;2
627312;Padichira;32;590;5636;21000;Padichira;32;3;2
627313;Kidanganad;32;590;5636;21100;Kidanganad;32;3;2
627314;Irulam;32;590;5636;21200;Irulam;32;3;2
627315;Purakkadi ;32;590;5636;21300;Purakkadi ;32;3;2
627316;Krishnagiri;32;590;5636;21400;Krishnagiri;32;3;2
627317;Sulthanbathery;32;590;5636;21500;Sulthanbathery;32;3;2
627318;Kuppadi;32;590;5636;21600;Kuppadi;32;3;2
627319;Noolpuzha;32;590;5636;21700;Noolpuzha;32;3;2
627320;Cheeral;32;590;5636;21800;Cheeral;32;3;2
627321;Nenmeni;32;590;5636;21900;Nenmeni;32;3;2
627322;Ambalavayal;32;590;5636;22000;Ambalavayal;32;3;2
627323;Thomattuchal;32;590;5636;22100;Thomattuchal;32;3;2
627324;Padinharethara;32;590;5637;22200;Padinharethara;32;3;3
627325;Kuppadithara;32;590;5637;22300;Kuppadithara;32;3;3
627326;Kottathara ;32;590;5637;22400;Kottathara ;32;3;3
627327;Kaniambetta;32;590;5637;22500;Kaniambetta;32;3;3
627328;Muttil North ;32;590;5637;22600;Muttil North ;32;3;3
627329;Muttil South;32;590;5637;22700;Muttil South;32;3;3
627330;Vengappally;32;590;5637;22800;Vengappally;32;3;3
627331;Kavumannam;32;590;5637;22900;Kavumannam;32;3;3
627332;Thariyode;32;590;5637;23000;Thariyode;32;3;3
627333;Achooranam;32;590;5637;23100;Achooranam;32;3;3
627334;Pozhuthana;32;590;5637;23200;Pozhuthana;32;3;3
627335;Kunnathidavaka;32;590;5637;23300;Kunnathidavaka;32;3;3
627336;Chundale;32;590;5637;23400;Chundale;32;3;3
627337;Kottappadi (Part);32;590;5637;23500;Kottappadi (Part);32;3;3
627338;Thrikkaipatta (Part);32;590;5637;23600;Thrikkaipatta (Part);32;3;3
627339;Muppainad;32;590;5637;23700;Muppainad;32;3;3
627340;Vellarimala;32;590;5637;23800;Vellarimala;32;3;3
627341;Onchiam;32;591;5638;24000;Onchiam;32;4;1
627342;Vanimel;32;591;5638;24700;Vanimel;32;4;1
627343;Vilangad;32;591;5638;24800;Vilangad;32;4;1
627344;Thinoor;32;591;5638;24900;Thinoor;32;4;1
627345;Kavilumpara;32;591;5638;25000;Kavilumpara;32;4;1
627346;Kayakkodi;32;591;5638;25100;Kayakkodi;32;4;1
627347;Narippatta;32;591;5638;25200;Narippatta;32;4;1
627348;Purameri;32;591;5638;25500;Purameri;32;4;1
627349;Thiruvallur;32;591;5638;25900;Thiruvallur;32;4;1
627350;Velom;32;591;5638;26000;Velom;32;4;1
627351;Kuttiadi;32;591;5638;26100;Kuttiadi;32;4;1
627352;Maruthonkara;32;591;5638;26200;Maruthonkara;32;4;1
627353;Valayam (CT);32;591;5638;24600;Valayam;32;4;1
627354;Chekkiad (CT);32;591;5638;24500;Chekkiad;32;4;1
627355;Thuneri (CT);32;591;5638;24400;Thuneri;32;4;1
627356;Kunnummal (CT);32;591;5638;25300;Kunnummal;32;4;1
627357;Nadapuram (CT);32;591;5638;25400;Nadapuram;32;4;1
627358;Edacheri (CT);32;591;5638;24300;Edacheri;32;4;1
627359;Eramala (CT);32;591;5638;24200;Eramala;32;4;1
627360;Azhiyur (CT);32;591;5638;23900;Azhiyur;32;4;1
627361;Chorode (CT);32;591;5638;24100;Chorode;32;4;1
627362;Ayancheri (CT);32;591;5638;25600;Ayancheri;32;4;1
627363;Kottappally (CT);32;591;5638;25700;Kottappally;32;4;1
627364;Villiappally (CT);32;591;5638;40401000;Villiappally (CT);32;4;1
627365;Palayad (CT);32;591;5638;40403000;Palayad (CT);32;4;1
627366;Maniyur (CT);32;591;5638;25800;Maniyur;32;4;1
627367;Payyoli;32;591;5639;26400;Payyoli;32;4;2
627368;Cheruvannur;32;591;5639;26700;Cheruvannur;32;4;2
627369;Palery;32;591;5639;26900;Palery;32;4;2
627370;Changaroth;32;591;5639;27000;Changaroth;32;4;2
627371;Chempanoda;32;591;5639;27100;Chempanoda;32;4;2
627372;Chakkittapara;32;591;5639;27200;Chakkittapara;32;4;2
627373;Perambra;32;591;5639;27300;Perambra;32;4;2
627374;Nochad;32;591;5639;27600;Nochad;32;4;2
627375;Moodadi;32;591;5639;28000;Moodadi;32;4;2
627376;Arikkulam (Part);32;591;5639;28100;Arikkulam (Part);32;4;2
627377;Kottur;32;591;5639;28300;Kottur;32;4;2
627378;Kayanna ;32;591;5639;28400;Kayanna ;32;4;2
627379;Koorachundu ;32;591;5639;28500;Koorachundu ;32;4;2
627380;Kanthalad ;32;591;5639;28600;Kanthalad ;32;4;2
627381;Avitanallur;32;591;5639;28700;Avitanallur;32;4;2
627382;Chengottukavu;32;591;5639;28900;Chengottukavu;32;4;2
627383;Kinalur;32;591;5639;29400;Kinalur;32;4;2
627384;Unnikulam;32;591;5639;29500;Unnikulam;32;4;2
627385;Sivapuram;32;591;5639;29600;Sivapuram;32;4;2
627386;Iringal (CT);32;591;5639;26300;Iringal;32;4;2
627387;Eravattur (CT);32;591;5639;26800;Eravattur;32;4;2
627388;Koothali (CT);32;591;5639;27400;Koothali;32;4;2
627389;Menhaniam (CT);32;591;5639;27500;Menhaniam;32;4;2
627390;Meppayyur (CT);32;591;5639;27700;Meppayyur;32;4;2
627391;Kozhukkallur (CT);32;591;5639;27800;Kozhukkallur;32;4;2
627392;Thurayur (CT);32;591;5639;26600;Thurayur;32;4;2
627393;Thikkody (CT);32;591;5639;26500;Thikkody;32;4;2
627394;Keezhariyur (CT);32;591;5639;27900;Keezhariyur;32;4;2
627395;Naduvannur (CT);32;591;5639;28200;Naduvannur;32;4;2
627396;Panangad (CT);32;591;5639;29300;Panangad;32;4;2
627397;Balusseri (CT);32;591;5639;29200;Balusseri;32;4;2
627398;Ulliyeri (CT);32;591;5639;28800;Ulliyeri;32;4;2
627399;Chemancheri (CT);32;591;5639;29000;Chemancheri;32;4;2
627400;Atholi (CT);32;591;5639;29100;Atholi;32;4;2
627401;Kakkur;32;591;5640;29900;Kakkur;32;4;3
627402;Narikkuni;32;591;5640;30000;Narikkuni;32;4;3
627403;Kizhakkoth;32;591;5640;30100;Kizhakkoth;32;4;3
627404;Vavad;32;591;5640;30200;Vavad;32;4;3
627405;Raroth;32;591;5640;30300;Raroth;32;4;3
627406;Kedavur;32;591;5640;30400;Kedavur;32;4;3
627407;Puthuppadi;32;591;5640;30500;Puthuppadi;32;4;3
627408;Engapuzha;32;591;5640;30600;Engapuzha;32;4;3
627409;Koodathayi ;32;591;5640;30700;Koodathayi ;32;4;3
627410;Kodencheri;32;591;5640;30800;Kodencheri;32;4;3
627411;Nellipoyil;32;591;5640;30900;Nellipoyil;32;4;3
627412;Koodaranji;32;591;5640;31000;Koodaranji;32;4;3
627413;Thiruvambadi;32;591;5640;31100;Thiruvambadi;32;4;3
627414;Neeleswaram ;32;591;5640;31200;Neeleswaram ;32;4;3
627415;Puthur;32;591;5640;31300;Puthur;32;4;3
627416;Chathamangalam ;32;591;5640;31400;Chathamangalam ;32;4;3
627417;Madavoor;32;591;5640;31500;Madavoor;32;4;3
627418;Kumaranallur;32;591;5640;32000;Kumaranallur;32;4;3
627419;Kakkad;32;591;5640;32100;Kakkad;32;4;3
627420;Kodiyathur;32;591;5640;32200;Kodiyathur;32;4;3
627421;Nanmanda (CT);32;591;5640;29800;Nanmanda;32;4;3
627422;Chelannur (CT);32;591;5640;31600;Chelannur;32;4;3
627423;Thalakkulathur (CT);32;591;5640;29700;Thalakkulathur;32;4;3
627424;Kakkodi (CT);32;591;5640;40405000;Kakkodi  (OG);32;4;3
627425;Kuruvattur (CT);32;591;5640;31700;Kuruvattur;32;4;3
627426;Kunnamangalam (CT);32;591;5640;40405000;Kunnamangalam  (OG);32;4;3
627427;Poolacode (CT);32;591;5640;31800;Poolacode;32;4;3
627428;Thazhecode (CT);32;591;5640;31900;Thazhecode;32;4;3
627429;Mavoor (CT);32;591;5640;40406000;Mavoor (CT);32;4;3
627430;Peruvayal (CT);32;591;5640;32300;Peruvayal;32;4;3
627431;Kuttikkattoor (CT);32;591;5640;32400;Kuttikkattoor;32;4;3
627432;Olavanna (CT);32;591;5640;40408000;Olavanna (CT);32;4;3
627433;Pantheeramkavu (CT);32;591;5640;40407000;Pantheeramkavu (CT);32;4;3
627434;Perumanna (CT);32;591;5640;32500;Perumanna;32;4;3
627435;Ramanattukara (CT);32;591;5640;40413000;Ramanattukara (CT);32;4;3
627436;Cheruvannur (CT);32;591;5640;40409000;Cheruvannur (CT);32;4;3
627437;Beypore (CT);32;591;5640;40410000;Beypore (CT);32;4;3
627438;Karuvanthuruthy (CT);32;591;5640;40411000;Karuvanthuruthy (CT);32;4;3
627439;Feroke (CT);32;591;5640;40412000;Feroke(CT);32;4;3
627440;Koduvally (OG);32;591;5640;40405000;Koduvally  (OG);32;4;3
627441;Elathur (OG);32;591;5640;40405000;Elathur  (OG);32;4;3
627442;Kadalundi (OG);32;591;5640;40405000;Kadalundi  (OG);32;4;3
645600;Puthiyangadi (OG) (Part);32;591;5640;;;32;4;3
627443;Vettilappara;32;592;5641;32600;Vettilappara;32;5;1
627444;Vazhakkad;32;592;5641;32800;Vazhakkad;32;5;1
627445;Pulikkal;32;592;5641;33100;Pulikkal;32;5;1
627446;Cheekkode;32;592;5641;33200;Cheekkode;32;5;1
627447;Areekode;32;592;5641;33300;Areekode;32;5;1
627448;Urangattiri;32;592;5641;33400;Urangattiri;32;5;1
627449;Perakamanna;32;592;5641;33500;Perakamanna;32;5;1
627450;Edavanna;32;592;5641;33600;Edavanna;32;5;1
627451;Karakunnu;32;592;5641;33700;Karakunnu;32;5;1
627452;Kavanoor;32;592;5641;33800;Kavanoor;32;5;1
627453;Kuzhimanna;32;592;5641;33900;Kuzhimanna;32;5;1
627454;Muthuvallur;32;592;5641;34000;Muthuvallur;32;5;1
627455;Nediyiruppu;32;592;5641;34200;Nediyiruppu;32;5;1
627456;Morayur;32;592;5641;34300;Morayur;32;5;1
627457;Pookkottur;32;592;5641;34400;Pookkottur;32;5;1
627458;Pulpatta;32;592;5641;34500;Pulpatta;32;5;1
627459;Trikkalangode;32;592;5641;34600;Trikkalangode;32;5;1
627460;Elankur;32;592;5641;34700;Elankur;32;5;1
627461;Pandalur;32;592;5641;34800;Pandalur;32;5;1
627462;Vettikkattiri;32;592;5641;34900;Vettikkattiri;32;5;1
627463;Chembrasseri;32;592;5641;35000;Chembrasseri;32;5;1
627464;Pandikkad;32;592;5641;35100;Pandikkad;32;5;1
