village_code_2011;village_name_2011;state_code_2011;district_code_2011;sub_district_code_2011;village_code_2001;village_name_2001;state_code_2001;district_code_2001;sub_district_code_2001	
506426;Chher Nani;24;468;3722;100;Chher Nani;24;1;1	
506427;Shinapar;24;468;3722;200;Shinapar;24;1;1	
506428;Punrajpar;24;468;3722;300;Punrajpur;24;1;1	
506429;Kaner;24;468;3722;400;Kaner;24;1;1	
506430;Lakhpat;24;468;3722;500;Lakhpat;24;1;1	
506431;Karanpar;24;468;3722;600;Karanpur;24;1;1	
506432;Guneri;24;468;3722;700;Guneri;24;1;1	
506433;Sayra;24;468;3722;800;Sayra;24;1;1	
506434;Mudhan;24;468;3722;900;Mudhan;24;1;1	
506435;Siyot;24;468;3722;1000;Siyot;24;1;1	
506436;Atdo;24;468;3722;1100;Atdo;24;1;1	
506437;Ukher;24;468;3722;1200;Ukher;24;1;1	
506438;Umarsar;24;468;3722;1300;Umarsar;24;1;1	
506439;Pranpar;24;468;3722;1400;Pranpar;24;1;1	
506440;Baiyavo;24;468;3722;1500;Baiyava;24;1;1	
506441;Maldo;24;468;3722;1600;Malda;24;1;1	
506442;Khengarpar;24;468;3722;1700;Khengarpar;24;1;1	
506443;Chher Moti;24;468;3722;1800;Chher Moti;24;1;1	
506444;Fatehpur;24;468;3722;1900;Fatehpur;24;1;1	
506445;Kapurasi;24;468;3722;2000;Kapurasi;24;1;1	
506446;Koriyani;24;468;3722;2100;Koriyani;24;1;1	
506447;Mundhvay;24;468;3722;2200;Mundhvay;24;1;1	
506448;Panandhro;24;468;3722;2300;Panandhro;24;1;1	
506449;Fulra;24;468;3722;2400;Fulra;24;1;1	
506450;Akari;24;468;3722;2500;Akari;24;1;1	
506451;Chhuger;24;468;3722;2600;Chhuger;24;1;1	
506452;Dhareshi;24;468;3722;2700;Dhareshi;24;1;1	
506453;Ghaduli;24;468;3722;2800;Ghaduli;24;1;1	
506454;Lakhapar;24;468;3722;2900;Lakhapar;24;1;1	
506455;Bana;24;468;3722;3000;Bana;24;1;1	
506456;Jara;24;468;3722;3100;Jara;24;1;1	
506457;Khatiyun (Khatiya);24;468;3722;3200;Khatiyun (Khatiya);24;1;1	
506458;Virani;24;468;3722;3300;Virani;24;1;1	
506459;Khanot;24;468;3722;3400;Khanot;24;1;1	
506460;Naredi;24;468;3722;3500;Naredi;24;1;1	
506461;Kaiyari;24;468;3722;3600;Kaiyari;24;1;1	
506462;Dhunay;24;468;3722;3700;Dhunay;24;1;1	
506463;Koteshvar;24;468;3722;3800;Koteshvar;24;1;1	
506464;Narayan Sarovar;24;468;3722;3900;Narayan Sarovar;24;1;1	
506465;Kanoj;24;468;3722;4000;Kanoj;24;1;1	
506466;Sheh;24;468;3722;4100;Sheh;24;1;1	
506467;Godhatad;24;468;3722;4200;Godhatad;24;1;1	
506468;Mindhiyari;24;468;3722;4300;Mindhiyari;24;1;1	
506469;Subhashpar(Sanandhro);24;468;3722;4400;Subhashpar(Sanandhro);24;1;1	
506470;Dayapar;24;468;3722;4500;Dayapar;24;1;1	
506471;Amiya;24;468;3722;4600;Amiya;24;1;1	
506472;Haroda;24;468;3722;4700;Haroda;24;1;1	
506473;Jumara;24;468;3722;4800;Jumara;24;1;1	
506474;Nara;24;468;3722;4900;Nara;24;1;1	
506475;Junachay;24;468;3722;5000;Junachay;24;1;1	
506476;Meghpar;24;468;3722;5100;Meghpar;24;1;1	
506477;Dolatpar;24;468;3722;5200;Dolatpar;24;1;1	
506478;Bitiyari;24;468;3722;5300;Bitiyari;24;1;1	
506479;Chamra;24;468;3722;5400;Chamra;24;1;1	
506480;Mudiya;24;468;3722;5500;Mudiya;24;1;1	
506481;Bhudha (Budha);24;468;3722;5600;Bhudha (Budha);24;1;1	
506482;Guhar Nani;24;468;3722;5700;Guhar Nani;24;1;1	
506483;Guhar Moti;24;468;3722;5800;Guhar Moti;24;1;1	
506484;Tahera;24;468;3722;5900;Tahera;24;1;1	
506485;Kunri;24;468;3722;6000;Kunri;24;1;1	
506486;Hamankhudi;24;468;3722;6100;Hamankhudi;24;1;1	
506487;Rodasar Lakki;24;468;3722;6200;Rodasar Lakki;24;1;1	
506488;Lakhmirani;24;468;3722;6300;Lakhmirani;24;1;1	
506489;Naredo;24;468;3722;6400;Naredo;24;1;1	
506490;Baranda;24;468;3722;6500;Baranda;24;1;1	
506491;Chakrai;24;468;3722;6600;Chakrai;24;1;1	
506492;Khadak;24;468;3722;6700;Khadak;24;1;1	
506493;Ravareshvar;24;468;3722;6800;Ravareshvar;24;1;1	
506494;Ashaldi (Suja Vandh);24;468;3722;6900;Ashaldi (Suja Vandh);24;1;1	
506495;Matana Madh;24;468;3722;7000;Matana Madh;24;1;1	
506496;Denma;24;468;3722;7100;Denma;24;1;1	
506497;Dhrang;24;468;3722;7200;Dhrang;24;1;1	
506498;Murchbana;24;468;3722;7300;Murchbana;24;1;1	
506499;Suja Vandh;24;468;3722;7400;Suja Vandh;24;1;1	
506500;Samjiaro;24;468;3722;7500;Samjiaro;24;1;1	
506501;Saran Moti;24;468;3722;7600;Saran Moti;24;1;1	
506502;Saran Nani;24;468;3722;7700;Saran Nani;24;1;1	
506503;Harudi;24;468;3722;7800;Harudi;24;1;1	
506504;Jadva;24;468;3722;7900;Jadva;24;1;1	
506505;Ratipar;24;468;3722;8000;Ratipar;24;1;1	
506506;Bhujpar;24;468;3722;8100;Bhujpar;24;1;1	
506507;Mori;24;468;3722;8200;Mori;24;1;1	
506508;Gugariyana;24;468;3722;8300;Gugariyana;24;1;1	
506509;Pipar;24;468;3722;8400;Pipar;24;1;1	
506510;Khirsara (Gunau);24;468;3722;8500;Khirsara (Gunau);24;1;1	
506511;Gunau;24;468;3722;8600;Gunau;24;1;1	
506512;Maniara;24;468;3722;8700;Maniara;24;1;1	
506513;Pakho;24;468;3722;8800;Pakho;24;1;1	
506514;Kharai;24;468;3722;8900;Kharai;24;1;1	
506515;Kharoda;24;468;3722;9000;Kharoda;24;1;1	
506516;Julrai;24;468;3722;9100;Julrai;24;1;1	
506517;Ramaniya;24;468;3722;9200;Ramaniya;24;1;1	
506518;Junagiya;24;468;3722;9300;Junagiya;24;1;1	
506519;Ekliun;24;468;3722;9400;Ekliun;24;1;1	
506520;Sambhada;24;468;3722;9500;Sambhada;24;1;1	
506521;Kandhora;24;468;3722;9600;Kandhora;24;1;1	
506522;Kotda;24;468;3722;9700;Kotda;24;1;1	
506523;Dedrani;24;468;3722;9800;Dedrani;24;1;1	
506524;Bhadara Nana;24;468;3722;9900;Bhadara Nana;24;1;1	
506525;Bhadara Mota;24;468;3722;10000;Bhadara Mota;24;1;1	
518743;Bor;24;484;3887;1237100;Bor;24;17;9	
506526;Lodrani (Parkara Vandh);24;468;3723;10100;Lodrani (Parkara Vandh);24;1;2	
506527;Versara;24;468;3723;10200;Versara;24;1;2	
506528;Jatavada (Jilar Vandh);24;468;3723;10300;Jatavada (Jilar Vandh);24;1;2	
506529;Dhabda;24;468;3723;10400;Dhabda;24;1;2	
506530;Bela;24;468;3723;10500;Bela;24;1;2	
506531;Mauvana (Shivagadh);24;468;3723;10600;Mauvana (Shivagadh);24;1;2	
506532;Vrajvani;24;468;3723;10700;Vrajvani;24;1;2	
506533;Anandpar;24;468;3723;10800;Anandpar;24;1;2	
506534;Balasar;24;468;3723;10900;Balasar;24;1;2	
506535;Lakda Vandh;24;468;3723;11000;Lakda Vandh;24;1;2	
506536;Surba Vandh;24;468;3723;11100;Surba Vandh;24;1;2	
506537;Deshalpar;24;468;3723;11200;Deshalpar;24;1;2	
506538;Nagalpar;24;468;3723;11300;Nagalpar;24;1;2	
506539;Gedi;24;468;3723;11400;Gedi;24;1;2	
506540;Fatehgadh;24;468;3723;11500;Fatehgadh;24;1;2	
506541;Manjuvas;24;468;3723;11600;Manjuvas;24;1;2	
506542;Momaymora;24;468;3723;11700;Momaymora;24;1;2	
506543;Khandek;24;468;3723;11800;Khandek;24;1;2	
506544;Hamirpar Nani;24;468;3723;11900;Hamirpar Nani;24;1;2	
506545;Sangadh;24;468;3723;12000;Sangadh;24;1;2	
506546;Selari;24;468;3723;12100;Selari;24;1;2	
506547;Thanpar;24;468;3723;12200;Thanpar;24;1;2	
506548;Davri;24;468;3723;12300;Davri;24;1;2	
506549;Rav Moti;24;468;3723;12400;Rav Moti;24;1;2	
506550;Sudana Vandh;24;468;3723;12500;Sudana Vandh;24;1;2	
506551;Naranpar;24;468;3723;12600;Naranpar;24;1;2	
506552;Vanoi;24;468;3723;12700;Vanoi;24;1;2	
506553;Gavaripar;24;468;3723;12800;Gavaripar;24;1;2	
506554;Suvai;24;468;3723;12900;Suvai;24;1;2	
506555;Khengarpar;24;468;3723;13000;Khengarpar;24;1;2	
506556;Vajepar;24;468;3723;13100;Vijaypar;24;1;2	
506557;Jesda;24;468;3723;13200;Jesda;24;1;2	
506558;Nandasar;24;468;3723;13300;Nandasar;24;1;2	
506559;Kalyanpar;24;468;3723;13400;Kalyanpar;24;1;2	
506560;Karuda;24;468;3723;13500;Karuda;24;1;2	
506561;Umaiya;24;468;3723;13600;Umaiya;24;1;2	
506562;Kanpar;24;468;3723;13700;Kanpar;24;1;2	
506563;Hamirpar Moti;24;468;3723;13800;Hamirpar Moti;24;1;2	
506564;Moda;24;468;3723;13900;Moda;24;1;2	
506565;Sanva;24;468;3723;14000;Sanva;24;1;2	
506566;Bambhansar;24;468;3723;14100;Bambhansar;24;1;2	
506567;Adesar;24;468;3723;14200;Adesar;24;1;2	
506568;Jadupar (Bhangera);24;468;3723;14300;Jadupar (Bhangera);24;1;2	
506569;Lakhagadh;24;468;3723;14400;Lakhagadh;24;1;2	
506570;Bhimasar;24;468;3723;14500;Bhimasar;24;1;2	
506571;Bharidia (Bhutakia);24;468;3723;14600;Bharidia (Bhutakia);24;1;2	
506572;Sonalva;24;468;3723;14700;Sonalva;24;1;2	
506573;Pragpar;24;468;3723;14800;Pragpar;24;1;2	
506574;Dabhunda;24;468;3723;14900;Dabhunda;24;1;2	
506575;Nilpar;24;468;3723;15000;Nilpar;24;1;2	
506576;Palanpar;24;468;3723;15100;Palanpar;24;1;2	
506577;Trambau;24;468;3723;15200;Trambau;24;1;2	
506578;Ramvav;24;468;3723;15300;Ramvav;24;1;2	
506579;Kuda(Kuda-Jampar);24;468;3723;15400;Kuda(Kuda-Jampar);24;1;2	
506580;Pagivandh;24;468;3723;15500;Pagivandh;24;1;2	
506581;Dhadadhroni Vandh;24;468;3723;15600;Dhadadhroni Vandh;24;1;2	
506582;Sarasla;24;468;3723;15700;Sarasla;24;1;2	
506583;Badargadh;24;468;3723;15800;Badargadh;24;1;2	
506584;Khirai;24;468;3723;15900;Khirai;24;1;2	
506585;Sai;24;468;3723;16000;Sai;24;1;2	
506586;Tindalva Mota;24;468;3723;16100;Tindalva Mota;24;1;2	
506587;Vallabhpar;24;468;3723;16200;Vallabhpar;24;1;2	
506588;Vekra;24;468;3723;16300;Vekra;24;1;2	
506589;Padampar;24;468;3723;16400;Padampar;24;1;2	
506590;Makhel;24;468;3723;16500;Makhel;24;1;2	
506591;Taga;24;468;3723;16600;Taga;24;1;2	
506592;Vijapar;24;468;3723;16700;Vijapar;24;1;2	
506593;Nanda;24;468;3723;16800;Nanda;24;1;2	
506594;Sukhpar;24;468;3723;16900;Sukhpar;24;1;2	
506595;Varnun;24;468;3723;17000;Varnun;24;1;2	
506596;Pandya No Gadh;24;468;3723;17100;Pandya No Gadh;24;1;2	
506597;Palansva;24;468;3723;17200;Palansva;24;1;2	
506598;Amrapar;24;468;3723;17300;Amrapar;24;1;2	
506599;Somani Vandh;24;468;3723;17400;Somani Vandh;24;1;2	
506600;Mangadh;24;468;3723;17500;Mangadh;24;1;2	
506601;Ghanithal;24;468;3723;17600;Ghanithal;24;1;2	
506602;Jadavas;24;468;3723;17700;Jadavas;24;1;2	
506603;Kidiyanagar;24;468;3723;17800;Kidiyanagar;24;1;2	
506604;Chhotapar;24;468;3723;17900;Chhotapar;24;1;2	
506605;Badalpar;24;468;3723;18000;Badalpar;24;1;2	
506606;Naliyatimbo;24;468;3723;18100;Naliyatimbo;24;1;2	
506607;Dedarva;24;468;3723;18200;Dedarva;24;1;2	
506608;Govindpar;24;468;3723;18300;Govindpar;24;1;2	
506609;Chitrod;24;468;3723;18400;Chitrod;24;1;2	
506610;Rampar;24;468;3723;18500;Rampar;24;1;2	
506611;khanpar;24;468;3723;18600;khanpar;24;1;2	
506612;Pratap Gadh;24;468;3723;18700;Pratap Gadh;24;1;2	
506613;Mevasa;24;468;3723;18800;Mevasa;24;1;2	
506614;Sany;24;468;3723;18900;Sany;24;1;2	
506615;Kanmer;24;468;3723;19000;Kanmer;24;1;2	
506616;Gagodar;24;468;3723;19100;Gagodar;24;1;2	
506617;Thoriari;24;468;3723;19200;Thoriari;24;1;2	
506618;Kumbhariya;24;468;3723;19300;Kumbhariya;24;1;2	
506619;Pethapar;24;468;3723;19400;Pethapar;24;1;2	
506620;Bhimdevka;24;468;3723;19500;Bhimdevka;24;1;2	
506621;Manaba;24;468;3723;19600;Manaba;24;1;2	
506622;Fulpara;24;468;3723;19700;Fulpara;24;1;2	
506623;Dholavira;24;468;3724;19800;Dholavira;24;1;3	
506624;Kharoda;24;468;3724;19900;Kharoda;24;1;3	
506625;Kalyanpar;24;468;3724;20000;Kalyanpar;24;1;3	
506626;Janan;24;468;3724;20100;Janan;24;1;3	
506627;Ratanpar;24;468;3724;20200;Ratanpar;24;1;3	
506628;Gadhada;24;468;3724;20300;Gadhada;24;1;3	
506629;Amarapar;24;468;3724;20400;Amarapar;24;1;3	
506630;Ganeshpar;24;468;3724;20500;Ganeshpar;24;1;3	
506631;Bambhanka;24;468;3724;20600;Bambhanka;24;1;3	
506632;Bapuari;24;468;3724;20700;Bapuari;24;1;3	
506633;Bharudia;24;468;3724;20800;Bharudia;24;1;3	
506634;Kankhoi;24;468;3724;20900;Kankhoi;24;1;3	
506635;Chobari;24;468;3724;21000;Chobari;24;1;3	
506636;Kadol;24;468;3724;21100;Kadol;24;1;3	
506637;Manfara;24;468;3724;21200;Manfara;24;1;3	
506638;Kakarva;24;468;3724;21300;Kakarva;24;1;3	
506639;Kanthkot;24;468;3724;21400;Kanthkot;24;1;3	
506640;Nara;24;468;3724;21500;Nara;24;1;3	
506641;Gamdau;24;468;3724;21600;Gamdau;24;1;3	
506642;Toraniya;24;468;3724;21700;Toraniya;24;1;3	
506643;Jadsa;24;468;3724;21800;Jadsa;24;1;3	
506644;Vamka;24;468;3724;21900;Vamka;24;1;3	
506645;May;24;468;3724;22000;May;24;1;3	
506646;Kharoi;24;468;3724;22100;Kharoi;24;1;3	
506647;Ner;24;468;3724;22200;Ner;24;1;3	
506648;Baniari;24;468;3724;22300;Baniari;24;1;3	
506649;Morgar;24;468;3724;22400;Morgar;24;1;3	
506650;Amardi;24;468;3724;22500;Amardi;24;1;3	
506651;Kabrau;24;468;3724;22600;Kabrau;24;1;3	
506652;Kumbhardi;24;468;3724;22700;Kumbhardi;24;1;3	
506653;Bandhadi;24;468;3724;22800;Bandhadi;24;1;3	
506654;Sikara;24;468;3724;22900;Sikara;24;1;3	
506655;Meghpar (Kunjisar);24;468;3724;23000;Meghpar (Kunjisar);24;1;3	
506656;Karmariya;24;468;3724;23100;Karmariya;24;1;3	
506657;Vondhada;24;468;3724;23200;Vondhada;24;1;3	
506658;Halra;24;468;3724;23300;Halra;24;1;3	
506659;Rampar;24;468;3724;23400;Rampar;24;1;3	
506660;Adhoi (Pasakayara);24;468;3724;23500;Adhoi (Pasakayara);24;1;3	
506661;Vasatva;24;468;3724;23700;Vasatva;24;1;3	
506662;Shivlakha;24;468;3724;23800;Shivlakha;24;1;3	
506663;Lakadiya;24;468;3724;23900;Lakadiya;24;1;3	
506664;Gharana;24;468;3724;24000;Gharana;24;1;3	
506665;Lakhpat;24;468;3724;24100;Lakhpat;24;1;3	
506666;Vijpasar;24;468;3724;24200;Vijpasar;24;1;3	
506667;Vondh;24;468;3724;24300;Vondh;24;1;3	
506668;Chopadva;24;468;3724;24400;Chopadva;24;1;3	
506669;Lunva;24;468;3724;24500;Lunva;24;1;3	
506670;Sukhpar;24;468;3724;24600;Sukhpar;24;1;3	
506671;Bhujpar;24;468;3724;24700;Bhujpar;24;1;3	
506672;Chirai Nani;24;468;3724;24800;Chirai Nani;24;1;3	
506673;Chirai Moti;24;468;3724;24900;Chirai Moti;24;1;3	
506674;Chhadavada;24;468;3724;25000;Chhadavada;24;1;3	
506675;Samakhiari;24;468;3724;25100;Samakhiari;24;1;3	
506676;Piprapati;24;468;3724;25200;Piprapati;24;1;3	
506677;Rajansar;24;468;3724;25300;Rajansar;24;1;3	
506678;Khodasar;24;468;3724;25400;Khodasar;24;1;3	
506679;Rajthali;24;468;3724;25500;Rajthali;24;1;3	
506680;Chandrodi;24;468;3724;25600;Chandrodi;24;1;3	
506681;Naransari;24;468;3724;25700;Naransari;24;1;3	
506682;Katariya Juna;24;468;3724;25800;Katariya Juna;24;1;3	
506683;Katariya Nava;24;468;3724;25900;Katariya Nava;24;1;3	
506684;Laliana;24;468;3724;26000;Laliana;24;1;3	
506685;Amaliyara;24;468;3724;26100;Amaliyara;24;1;3	
506686;Jangi;24;468;3724;26200;Jangi;24;1;3	
506687;Godpar;24;468;3724;26300;Godpar;24;1;3	
506688;Vandhiya;24;468;3724;26400;Vandhiya;24;1;3	
506689;Modpar;24;468;3724;26500;Modpar;24;1;3	
506690;Lakhapar;24;468;3724;26600;Lakhapar;24;1;3	
506691;Lakhdhirgadh (Alepar);24;468;3724;26700;Lakhdhirgadh (Alepar);24;1;3	
506692;Shikarpur;24;468;3724;26800;Shikarpur;24;1;3	
506693;Khirsara;24;468;3725;26900;Khirsara;24;1;4	
506694;Devisar;24;468;3725;27000;Devisar;24;1;4	
506695;Jagatpar;24;468;3725;27100;Jagatpar;24;1;4	
506696;Amrapar (1);24;468;3725;27200;Amrapar;24;1;4	
506697;Amrapar (2);24;468;3725;27200;Amrapar;24;1;4	
506698;Budharmora;24;468;3725;27300;Budharmora;24;1;4	
506699;Dhamadka;24;468;3725;27400;Dhamadka;24;1;4	
506700;Dudhai;24;468;3725;27500;Dudhai;24;1;4	
506701;Khengarpar;24;468;3725;27600;Khengarpar;24;1;4	
506702;Navagam;24;468;3725;27700;Navagam;24;1;4	
506703;Hirapar;24;468;3725;27800;Hirapar;24;1;4	
506704;Chandrani;24;468;3725;27900;Chandrani;24;1;4	
506705;Kotda;24;468;3725;28000;Kotda;24;1;4	
506706;Pashuda;24;468;3725;28100;Pashuda;24;1;4	
506707;Tapar;24;468;3725;28200;Tapar;24;1;4	
506708;Lakhapar;24;468;3725;28300;Lakhapar;24;1;4	
506709;Ambapar;24;468;3725;28400;Ambapar;24;1;4	
506710;Rapar;24;468;3725;28500;Rapar;24;1;4	
506711;Khokhra;24;468;3725;28600;Khokhra;24;1;4	
506712;Jaru;24;468;3725;28700;Jaru;24;1;4	
506713;Modsar;24;468;3725;28800;Modsar;24;1;4	
506714;Sugariya;24;468;3725;28900;Sugariya;24;1;4	
506715;Ratnal;24;468;3725;29000;Ratnal;24;1;4	
506716;Ningal;24;468;3725;29100;Ningal;24;1;4	
506717;Maringana;24;468;3725;29200;Maringana;24;1;4	
506718;Bhadroi;24;468;3725;29300;Bhadroi;24;1;4	
506719;Sapeda;24;468;3725;29400;Sapeda;24;1;4	
506720;Ratatalav;24;468;3725;29500;Ratatalav;24;1;4	
506721;Satapar;24;468;3725;29600;Satapar;24;1;4	
506722;Pashwadi Mitha;24;468;3725;29700;Pashwadi Mitha;24;1;4	
506723;Pashwadi Khara;24;468;3725;29800;Pashwadi Khara;24;1;4	
506724;Ajapar;24;468;3725;29900;Ajapar;24;1;4	
506725;Bhimasar;24;468;3725;30000;Bhimasar;24;1;4	
506726;Varsana;24;468;3725;30100;Varsana;24;1;4	
506727;Modvadar;24;468;3725;30200;Modvadar;24;1;4	
506728;Varsamedi;24;468;3725;30300;Varsamedi;24;1;4	
506729;Nagalpar Nani;24;468;3725;30400;Nagalpar Nani;24;1;4	
506730;Nagalpar Moti;24;468;3725;30500;Nagalpar Moti;24;1;4	
506731;Khambhara;24;468;3725;30600;Khambhara;24;1;4	
506732;Hamirpar;24;468;3725;30700;Hamirpar;24;1;4	
506733;Vada;24;468;3725;30800;Vada;24;1;4	
506734;Lohariya Mota;24;468;3725;30900;Lohariya Mota;24;1;4	
506735;Chandiya;24;468;3725;31000;Chandiya;24;1;4	
506736;Sarkhan;24;468;3725;31100;Sarkhan;24;1;4	
506737;Bhalot;24;468;3725;31200;Bhalot;24;1;4	
506738;Makhiana;24;468;3725;31300;Makhiana;24;1;4	
506739;Mathda;24;468;3725;31400;Mathda;24;1;4	
506740;Lohariya Nana;24;468;3725;31500;Lohariya Nana;24;1;4	
506741;Pantiya;24;468;3725;31600;Pantiya;24;1;4	
506742;Khedoi;24;468;3725;31700;Khedoi;24;1;4	
506743;Sinugra;24;468;3725;31800;Sinugra;24;1;4	
506744;Vidi;24;468;3725;31900;Vidi;24;1;4	
506745;Meghpar (Borichi);24;468;3725;32000;Meghpar (Borichi);24;1;4	
506746;Meghpar (Kumbhardi);24;468;3725;32100;Meghpar (Kumbhardi);24;1;4	
506747;Devaliya;24;468;3725;32200;Devaliya;24;1;4	
506748;Mindiyala;24;468;3725;32300;Mindiyala;24;1;4	
506749;Kumbhariya;24;468;3725;32400;Kumbhariya;24;1;4	
506750;Bhuvad;24;468;3725;32500;Bhuvad;24;1;4	
506751;Chandroda;24;468;3725;32600;Chandroda;24;1;4	
506752;Valadiya Bitta (East);24;468;3725;32700;Valadiya Bitta (East);24;1;4	
506753;Mathak;24;468;3725;32800;Mathak;24;1;4	
506754;Tuna;24;468;3725;32900;Tuna;24;1;4	
506755;Rampar;24;468;3725;33000;Rampar;24;1;4	
506756;Sanghad;24;468;3725;33100;Sanghad;24;1;4	
506757;Valadiya Bitta (West);24;468;3725;33200;Valadiya Bitta (West);24;1;4	
506758;Nagavaladiya;24;468;3725;33300;Nagavaladiya;24;1;4	
506759;Vira;24;468;3725;33400;Vira;24;1;4	
506760;Chandrapar;24;468;3725;33500;Chandrapar;24;1;4	
506761;Luna;24;468;3726;33600;Luna;24;1;5	
506762;Bhitara Mota;24;468;3726;33700;Bhitara Mota;24;1;5	
506763;Udhmo;24;468;3726;33800;Udhmo;24;1;5	
506764;Gorewali;24;468;3726;33900;Gorewali;24;1;5	
506765;Khavda;24;468;3726;34000;Khavda;24;1;5	
506766;Ratadiya;24;468;3726;34100;Ratadiya;24;1;5	
506767;Dinara;24;468;3726;34200;Dinara;24;1;5	
506768;Dhrobana;24;468;3726;34300;Dhrobana;24;1;5	
506769;Kuran;24;468;3726;34400;Kuran;24;1;5	
506770;Kunariya  (Jam);24;468;3726;34500;Kunariya  (Jam);24;1;5	
506771;Juna;24;468;3726;34600;Juna;24;1;5	
506772;Sadhara;24;468;3726;34700;Sadhara;24;1;5	
506773;Andhau;24;468;3726;34800;Andhau;24;1;5	
506774;Dhoravar;24;468;3726;34900;Dhoravar;24;1;5	
506775;Ludiya;24;468;3726;35000;Ludiya;24;1;5	
506776;Godpar (Khavda);24;468;3726;35100;Godpar (Khavda);24;1;5	
506777;Khari;24;468;3726;35200;Khari;24;1;5	
506778;Soyla;24;468;3726;35300;Soyla;24;1;5	
506779;Mithdi;24;468;3726;35400;Mithdi;24;1;5	
506780;Bhagadio;24;468;3726;35500;Bhagadio;24;1;5	
506781;Shervo;24;468;3726;35600;Shervo;24;1;5	
506782;Hodka;24;468;3726;35700;Hodka;24;1;5	
506783;Bhirandiyara;24;468;3726;35800;Bhirandiyara;24;1;5	
506784;Dedhiya  Nana-Mota;24;468;3726;35900;Dedhiya  Nana-Mota;24;1;5	
506785;Daddhar Nani;24;468;3726;36000;Daddhar Nani;24;1;5	
506786;Daddhar Moti;24;468;3726;36100;Daddhar Moti;24;1;5	
506787;Misariyado;24;468;3726;36200;Misariyado;24;1;5	
506788;Bhojardo;24;468;3726;36300;Bhojardo;24;1;5	
506789;Berdo;24;468;3726;36400;Berdo;24;1;5	
506790;Raiyada;24;468;3726;36500;Raiyada;24;1;5	
506791;Kharod;24;468;3726;36600;Kharod;24;1;5	
506792;Dhori;24;468;3726;36700;Dhori;24;1;5	
506793;Sumarasar -Shekhvali;24;468;3726;36800;Sumarasar -Shekhvali;24;1;5	
506794;Loria;24;468;3726;36900;Loria;24;1;5	
506795;Palara;24;468;3726;36900;Loria;24;1;5	
506796;Juriya;24;468;3726;37000;Juriya;24;1;5	
506797;Kamaguna;24;468;3726;37100;Kamaguna;24;1;5	
506798;Traya Bhakhari;24;468;3726;37100;Kamaguna;24;1;5	
506799;Mod Bhakhari;24;468;3726;37200;Mod Bhakhari;24;1;5	
506800;Notiyar Bhakhari;24;468;3726;37300;Notiyar Bhakhari;24;1;5	
506801;Nokhaniya;24;468;3726;37400;Nokhaniya;24;1;5	
506802;Kunaria Nana-Mota;24;468;3726;37500;Kunaria Nana-Mota;24;1;5	
506803;Kotay;24;468;3726;37600;Kotay;24;1;5	
506804;Fulay;24;468;3726;37700;Fulay;24;1;5	
506805;Dhrang;24;468;3726;37800;Dhrang;24;1;5	
506806;Lodai;24;468;3726;37900;Lodai;24;1;5	
506807;Vantra;24;468;3726;38000;Vantra;24;1;5	
506808;Dharampur;24;468;3726;38100;Dharampur;24;1;5	
506809;Jawaharnagar;24;468;3726;38200;Jawaharnagar;24;1;5	
506810;Lothia;24;468;3726;38300;Lothia;24;1;5	
506811;Modsar;24;468;3726;38400;Modsar;24;1;5	
506812;Mokhana;24;468;3726;38500;Mokhana;24;1;5	
506813;Dagala;24;468;3726;38600;Dagala;24;1;5	
506814;Naliyeri Timbo;24;468;3726;38700;Naliyeri Timbo;24;1;5	
506815;Nadapa;24;468;3726;38800;Nadapa;24;1;5	
506816;Habay;24;468;3726;38900;Habay;24;1;5	
506817;Chapreli;24;468;3726;39000;Chapreli;24;1;5	
506818;Boladi;24;468;3726;39100;Boladi;24;1;5	
506819;Jikadi;24;468;3726;39200;Jikadi;24;1;5	
506820;Paiya;24;468;3726;39300;Paiya;24;1;5	
506821;Sangada Timbo;24;468;3726;39400;Sangada Timbo;24;1;5	
506822;Sarspar;24;468;3726;39500;Sarspar;24;1;5	
506823;Rudramata;24;468;3726;39600;Rudramata;24;1;5	
506824;Makanpar;24;468;3726;39700;Makanpar;24;1;5	
506825;Dhonsa;24;468;3726;39800;Dhonsa;24;1;5	
506826;Baukho (Odhejavalo);24;468;3726;39900;Baukho (Odhejavalo);24;1;5	
506827;Baukho (Samavalo);24;468;3726;40000;Baukho (Samavalo);24;1;5	
506828;Tankanasar;24;468;3726;40100;Tankanasar;24;1;5	
506829;Vatachhad;24;468;3726;40200;Vatachhad;24;1;5	
506830;Vehro;24;468;3726;40300;Vehro;24;1;5	
506831;Natharkui;24;468;3726;40400;Natharkui;24;1;5	
506832;Vyara;24;468;3726;40400;Natharkui;24;1;5	
506833;Vinchhiya;24;468;3726;40500;Vinchhiya;24;1;5	
506834;Sumarasar (Jatvali);24;468;3726;40600;Sumarasar (Jatvali);24;1;5	
506835;Virai;24;468;3726;40700;Virai;24;1;5	
506836;Khilna;24;468;3726;40800;Khilna;24;1;5	
506837;Nagor;24;468;3726;40900;Nagor;24;1;5	
506838;Trambau;24;468;3726;41000;Trambau;24;1;5	
506839;Varnora Nana;24;468;3726;41100;Varnora Nana;24;1;5	
506840;Raydhanpar;24;468;3726;41200;Raydhanpar;24;1;5	
506841;Varnora Mota;24;468;3726;41300;Varnora Mota;24;1;5	
506842;Galpadar;24;468;3726;41400;Galpadar;24;1;5	
