village_code_2011;village_name_2011;state_code_2011;district_code_2011;sub_district_code_2011;village_code_2001;village_name_2001;state_code_2001;district_code_2001;sub_district_code_2001
597188;Kadapur;29;555;5433;7400;Kadapur;29;1;1
597189;Jodakurli;29;555;5433;7500;Jodakurli;29;1;1
597190;Kerur;29;555;5433;7600;Kerur;29;1;1
597191;Roopanal;29;555;5433;7700;Roopanal;29;1;1
597192;Hirekudi;29;555;5433;7800;Hirekudi;29;1;1
597193;Chikodi (Rural);29;555;5433;7900;Chikodi (Rural);29;1;1
597194;Kuppanawadi;29;555;5433;8000;Kuppanawadi;29;1;1
597195;Girgaon;29;555;5433;8100;Girgaon;29;1;1
597196;Shirgaon;29;555;5433;8200;Shirgaon;29;1;1
597197;Shiragaonwadi;29;555;5433;8300;Shiragaonwadi;29;1;1
597198;Khadaklat;29;555;5433;8400;Khadaklat;29;1;1
597199;Thapakarwadi;29;555;5433;8500;Thapakarwadi;29;1;1
597200;Pangire (A);29;555;5433;8600;Pangire (A);29;1;1
597201;Rampur;29;555;5433;8700;Rampur;29;1;1
597202;Chikalwal;29;555;5433;8800;Chikalwal;29;1;1
597203;Manuchiwadi;29;555;5433;8900;Manuchiwadi;29;1;1
597204;Sankanwadi;29;555;5433;9000;Sankanwadi;29;1;1
597205;Navalihal;29;555;5433;9100;Navalihal;29;1;1
597206;Peerawadi;29;555;5433;9200;Peerawadi;29;1;1
597207;Pattankudi;29;555;5433;9300;Pattankudi;29;1;1
597208;Walki;29;555;5433;9400;Walki;29;1;1
597209;Yadyanawadi;29;555;5433;9500;Yadyanawadi;29;1;1
597210;Nainglaj;29;555;5433;9600;Nainglaj;29;1;1
597211;Dhulaganawadi;29;555;5433;9700;Dhulaganawadi;29;1;1
597212;Kuthali;29;555;5433;9800;Kuthali;29;1;1
597213;Kothali;29;555;5433;9900;Kothali;29;1;1
597214;Chinchani;29;555;5433;10000;Chinchani;29;1;1
597215;Handyanwadi;29;555;5433;10100;Handyanwadi;29;1;1
597216;Umrani;29;555;5433;10200;Umrani;29;1;1
597217;Itnal;29;555;5433;10300;Itnal;29;1;1
597218;Nagaramunnoli;29;555;5433;10400;Nagaramunnoli;29;1;1
597219;Belkud;29;555;5433;10500;Belkud;29;1;1
597220;Bambalwad;29;555;5433;10600;Bambalwad;29;1;1
597221;Kungatolli;29;555;5433;10700;Kungatolli;29;1;1
597222;Karoshi;29;555;5433;10800;Karoshi;29;1;1
597223;Jainapur;29;555;5433;10900;Jainapur;29;1;1
597224;Toranahalli;29;555;5433;11000;Toranahalli;29;1;1
597225;Bidrahalli;29;555;5433;11100;Bidrahalli;29;1;1
597226;Hattarwat;29;555;5433;11200;Hattarwat;29;1;1
597227;Mangnur;29;555;5433;11300;Mangnur;29;1;1
597228;Wadral;29;555;5433;11400;Wadral;29;1;1
597229;Majalatti;29;555;5433;11500;Majalatti;29;1;1
597230;Khajagoudanhatti;29;555;5433;11600;Khajagoudanhatti;29;1;1
597231;Mugali;29;555;5433;11700;Mugali;29;1;1
597232;Kamatyanahatti ;29;555;5433;11800;Kamatyanahatti;29;1;1
597233;Bennihalli;29;555;5433;11900;Bennihalli;29;1;1
597234;Karagaon;29;555;5433;12000;Karagaon;29;1;1
597235;Donawad;29;555;5433;12100;Donawad;29;1;1
597236;Hanchinal (K.K.);29;555;5433;12200;Hanchinal (K.K.);29;1;1
597237;Belagali;29;555;5433;12300;Belagali;29;1;1
597238;Kenchanatti;29;555;5433;12400;Kenchanatti;29;1;1
597239;Meerapurhatti;29;555;5433;12500;Meerapurhatti;29;1;1
597240;Kabbur;29;555;5433;12600;Kabbur;29;1;1
597241;Jodatti;29;555;5433;12700;Jodatti;29;1;1
597242;Vijayanagar;29;555;5433;12800;Vijayanagar;29;1;1
597243;Pogatyanatti;29;555;5433;12900;Pogatyanatti;29;1;1
597244;Jaganur;29;555;5433;13000;Jaganur;29;1;1
597245;Mamadapur (Kk);29;555;5433;13100;Mamadapur (Kk);29;1;1
597246;Pandegaon;29;555;5434;13200;Pandegaon;29;1;2
597247;Khilegaon;29;555;5434;13300;Khilegaon;29;1;2
597248;Ajur;29;555;5434;13400;Ajur;29;1;2
597249;Anantapur;29;555;5434;13500;Anantapur;29;1;2
597250;Malabad;29;555;5434;13600;Malabad;29;1;2
597251;Bevanoor;29;555;5434;13700;Bevanoor;29;1;2
597252;Tawashi;29;555;5434;13800;Tawashi;29;1;2
597253;Naganur P.A.;29;555;5434;13900;Naganur P.A.;29;1;2
597254;Shirur;29;555;5434;14000;Shirur;29;1;2
597255;Sambaragi;29;555;5434;14100;Sambaragi;29;1;2
597256;Aralihatti;29;555;5434;14200;Aralihatti;29;1;2
597257;Bammanal;29;555;5434;14300;Bammanal;29;1;2
597258;Vishnuvadi;29;555;5434;14400;Vishnuvadi;29;1;2
597259;Jakkaratti;29;555;5434;14500;Jakkaratti;29;1;2
597260;Jambagi;29;555;5434;14600;Jambagi;29;1;2
597261;Kallotti;29;555;5434;14700;Kallotti;29;1;2
597262;Kiranagi;29;555;5434;14800;Kiranagi;29;1;2
597263;Balligeri;29;555;5434;14900;Balligeri;29;1;2
597264;Gundewadi;29;555;5434;15000;Gundewadi;29;1;2
597265;Shivanoor;29;555;5434;15100;Shivanoor;29;1;2
597266;Madabhavi;29;555;5434;15200;Madabhavi;29;1;2
597267;Tevaratti;29;555;5434;15300;Tevaratti;29;1;2
597268;Siddewadi;29;555;5434;15400;Siddewadi;29;1;2
597269;Hanamapur;29;555;5434;15500;Hanamapur;29;1;2
597270;Agrani-Ingalgaon;29;555;5434;15600;Agrani-Ingalgaon;29;1;2
597271;Abbihal;29;555;5434;15700;Abbihal;29;1;2
597272;Parthanahalli;29;555;5434;15800;Parthanahalli;29;1;2
597273;Mavinahatti;29;555;5434;15900;Mavinahatti;29;1;2
597274;Chamakeri;29;555;5434;16000;Chamakeri;29;1;2
597275;Bedarahatti;29;555;5434;16100;Bedarahatti;29;1;2
597276;Kagawad;29;555;5434;16200;Kagawad;29;1;2
597277;Mangavati;29;555;5434;16300;Mangavati;29;1;2
597278;Jugul;29;555;5434;16400;Jugul;29;1;2
597279;Shahapur;29;555;5434;16500;Shahapur;29;1;2
597280;Shiraguppi;29;555;5434;16600;Shiraguppi;29;1;2
597281;Molwad;29;555;5434;16700;Molwad;29;1;2
597282;Kusnal;29;555;5434;16800;Kusnal;29;1;2
597283;Ugar Budruk;29;555;5434;16900;Ugar Budruk;29;1;2
597284;Ugar Khurd;29;555;5434;17000;Ugar Khurd;29;1;2
597285;Farida Khanawadi;29;555;5434;17100;Farida Khanawadi;29;1;2
597286;Shedbal ;29;555;5434;17200;Shedbal;29;1;2
597287;Lokur;29;555;5434;17300;Lokur;29;1;2
597288;Mangasuli;29;555;5434;17400;Mangasuli;29;1;2
597289;Kempwad;29;555;5434;17500;Kempwad;29;1;2
597290;Navalihal;29;555;5434;17600;Navalihal;29;1;2
597291;Koulgudd;29;555;5434;17700;Koulgudd;29;1;2
597292;Mole;29;555;5434;17800;Mole;29;1;2
597293;Katral;29;555;5434;17900;Katral;29;1;2
597294;Ainapur;29;555;5434;18000;Ainapur;29;1;2
597295;Krishna Kittur;29;555;5434;18100;Krishna Kittur;29;1;2
597296;Banajawad;29;555;5434;18200;Banajawad;29;1;2
597297;Muragundi;29;555;5434;18300;Muragundi;29;1;2
597298;Masarguppi;29;555;5434;18400;Masarguppi;29;1;2
597299;Devaradderahatti;29;555;5434;18500;Devaradderahatti;29;1;2
597300;Athani (Rural) (Part);29;555;5434;18600;Athani (Rural) (Part);29;1;2
597301;Tangadi;29;555;5434;18700;Tangadi;29;1;2
597302;Shinal;29;555;5434;18800;Shinal;29;1;2
597303;Sankonahatti;29;555;5434;18900;Sankonahatti;29;1;2
597304;Hulagabali;29;555;5434;19000;Hulagabali;29;1;2
597305;Nadi-Ingalgaon;29;555;5434;19100;Nadi-Ingalgaon;29;1;2
597306;Teerth;29;555;5434;19200;Teerth;29;1;2
597307;Saptasagar;29;555;5434;19300;Saptasagar;29;1;2
597308;Chikkud;29;555;5434;19300;Chikkud;29;1;2
597309;Darur;29;555;5434;19400;Darur;29;1;2
597310;Halyal;29;555;5434;19500;Halyal;29;1;2
597311;Avarkhod;29;555;5434;19600;Avarkhod;29;1;2
597312;Naganur P.K.;29;555;5434;19700;Naganur P.K.;29;1;2
597313;Khavatkoppa;29;555;5434;19800;Khavatkoppa;29;1;2
597314;Sankaratti;29;555;5434;19900;Sankaratti;29;1;2
597315;Shegunshi;29;555;5434;20000;Shegunshi;29;1;2
597316;Dodwad;29;555;5434;20100;Dodwad;29;1;2
597317;Satti;29;555;5434;20200;Satti;29;1;2
597318;Radderahatti;29;555;5434;20300;Radderahatti;29;1;2
597319;Nandeshwar;29;555;5434;20400;Nandeshwar;29;1;2
597320;Mahishwadgi;29;555;5434;20500;Mahishwadgi;29;1;2
597321;Janawad;29;555;5434;20600;Janawad;29;1;2
597322;Savadi;29;555;5434;20700;Savadi;29;1;2
597323;Ramateerth;29;555;5434;20800;Ramateerth;29;1;2
597324;Kakamari;29;555;5434;20900;Kakamari;29;1;2
597325;Kottalgi;29;555;5434;21000;Kottalgi;29;1;2
597326;Bannur;29;555;5434;21100;Bannur;29;1;2
597327;Telsang;29;555;5434;21200;Telsang;29;1;2
597328;Kannal;29;555;5434;21300;Kannal;29;1;2
597329;Fadatarawadi;29;555;5434;21400;Fadatarawadi;29;1;2
597330;Aigali;29;555;5434;21500;Aigali;29;1;2
597331;Kohalli;29;555;5434;21600;Kohalli;29;1;2
597332;Keskaradaddi;29;555;5434;21700;Keskaradaddi;29;1;2
597333;Adalatti;29;555;5434;21800;Adalatti;29;1;2
597334;Adahalli;29;555;5434;21900;Adahalli;29;1;2
597335;Yelihadalagi;29;555;5434;22000;Yelihadalagi;29;1;2
597336;Yakkanchi;29;555;5434;22100;Yakkanchi;29;1;2
597337;Badachi;29;555;5434;22200;Badachi;29;1;2
597338;Desairatti;29;555;5434;22300;Desairatti;29;1;2
597339;Khotanatti;29;555;5434;22400;Khotanatti;29;1;2
597340;Aratal;29;555;5434;22500;Aratal;29;1;2
597341;Halalli;29;555;5434;22600;Halalli;29;1;2
597342;Badagi;29;555;5434;22700;Badagi;29;1;2
597343;Yallammawadi;29;555;5434;22800;Yallammawadi;29;1;2
597344;Dhabadhabahatti;29;555;5434;22900;Dhabadhabahatti;29;1;2
597345;Kokatnoor;29;555;5434;23000;Kokatnoor;29;1;2
597346;Buralatti;29;555;5434;23100;Buralatti;29;1;2
597347;Katageri;29;555;5434;23200;Katageri;29;1;2
597348;Kodaganoor;29;555;5434;23300;Kodaganoor;29;1;2
597349;Nandagaon;29;555;5434;23400;Nandagaon;29;1;2
597350;Ghatanatti;29;555;5434;23500;Ghatanatti;29;1;2
597351;Balawad;29;555;5434;23600;Balawad;29;1;2
597352;Shirahatti;29;555;5434;23700;Shirahatti;29;1;2
597353;Junjarwad;29;555;5434;23800;Junjarwad;29;1;2
597354;Suttatti;29;555;5434;23900;Suttatti;29;1;2
597300;Athni (OG) (Part) ;29;555;5434;;;29;1;2
597355;Soundatti;29;555;5435;24000;Soundatti;29;1;3
597356;Diggewadi (Old);29;555;5435;24100;Diggewadi (Old);29;1;3
597357;Jalalpur;29;555;5435;24200;Jalalpur;29;1;3
597358;Bhiradi;29;555;5435;24300;Bhiradi;29;1;3
597359;Chinchali;29;555;5435;24400;Chinchali;29;1;3
597360;Raibag (Rural);29;555;5435;24500;Raibag (Rural);29;1;3
597361;Kanchakarawadi;29;555;5435;24600;Kanchakarawadi;29;1;3
597362;Yadrav;29;555;5435;24700;Yadrav;29;1;3
597363;Nasalapur;29;555;5435;24800;Nasalapur;29;1;3
597364;Nandikurali;29;555;5435;24900;Nandikurali;29;1;3
597365;Kempatti;29;555;5435;25000;Kempatti;29;1;3
597366;Mekhali;29;555;5435;25100;Mekhali;29;1;3
597367;Maradi;29;555;5435;25200;Maradi;29;1;3
597368;Devanakatti;29;555;5435;25300;Devanakatti;29;1;3
597369;Budihal;29;555;5435;25400;Budihal;29;1;3
597370;Bavachi;29;555;5435;25500;Bavachi;29;1;3
597371;Hubbarwadi;29;555;5435;25600;Hubbarwadi;29;1;3
597372;Nagaral;29;555;5435;25700;Nagaral;29;1;3
597373;Bommanal;29;555;5435;25800;Bommanal;29;1;3
597374;Biranal;29;555;5435;25900;Biranal;29;1;3
597375;Byakud;29;555;5435;26000;Byakud;29;1;3
597376;Mavinhonda;29;555;5435;26100;Mavinhonda;29;1;3
597377;Girinaikwadi;29;555;5435;26200;Girinaikwadi;29;1;3
597378;Jodahatti;29;555;5435;26300;Jodahatti;29;1;3
597379;Bhendwad;29;555;5435;26400;Bhendwad;29;1;3
597380;Mantur;29;555;5435;26500;Mantur;29;1;3
597381;Nipanal;29;555;5435;26600;Nipanal;29;1;3
597382;Kankanawadi;29;555;5435;26700;Kankanawadi;29;1;3
597383;Kudachi (Rural);29;555;5435;26800;Kudachi (Rural);29;1;3
597384;Gundwad;29;555;5435;26900;Gundwad;29;1;3
597385;Shiragur ;29;555;5435;27000;Shiragur;29;1;3
597386;Paramanandwadi ;29;555;5435;27100;Paramanandwadi;29;1;3
597387;Khemalapur;29;555;5435;27200;Khemalapur;29;1;3
597388;Yelpratti;29;555;5435;27300;Yelpratti;29;1;3
597389;Siddapur;29;555;5435;27400;Siddapur;29;1;3
597390;Koligudda;29;555;5435;27500;Koligudda;29;1;3
597391;Yabaratti;29;555;5435;27600;Yabaratti;29;1;3
597392;Harugeri;29;555;5435;27700;Harugeri;29;1;3
597393;Badabyakud;29;555;5435;27800;Badabyakud;29;1;3
597394;Alakhanur;29;555;5435;27900;Alakhanur;29;1;3
597395;Nilaji;29;555;5435;28000;Nilaji;29;1;3
597396;Suttatti;29;555;5435;28100;Suttatti;29;1;3
597397;Morab;29;555;5435;28200;Morab;29;1;3
597398;Bekkeri;29;555;5435;28300;Bekkeri;29;1;3
597399;Nidagundi;29;555;5435;28400;Nidagundi;29;1;3
597400;Alagawadi;29;555;5435;28500;Alagawadi;29;1;3
597401;Bastwad;29;555;5435;28600;Bastwad;29;1;3
597402;Hidakal;29;555;5435;28700;Hidakal;29;1;3
597403;Mugalkhod;29;555;5435;28800;Mugalkhod;29;1;3
597404;Khanadal;29;555;5435;28900;Khanadal;29;1;3
597405;Savasuddi;29;555;5435;29000;Savasuddi;29;1;3
597406;Katakbhavi;29;555;5435;29100;Katakbhavi;29;1;3
597407;Devapurhatti;29;555;5435;29200;Devapurhatti;29;1;3
597408;Itanal;29;555;5435;29300;Itanal;29;1;3
597409;Marakudi;29;555;5435;29400;Marakudi;29;1;3
597410;Palbhavi;29;555;5435;29500;Palbhavi;29;1;3
597411;Sultanpur;29;555;5435;29600;Sultanpur;29;1;3
597412;Handigund;29;555;5435;29700;Handigund;29;1;3
597413;Kappalguddi;29;555;5435;29800;Kappalguddi;29;1;3
597414;Dandapur;29;555;5436;29900;Dandapur;29;1;4
597415;Tukkanatti;29;555;5436;30000;Tukkanatti;29;1;4
597416;Naganur;29;555;5436;30100;Naganur;29;1;4
597417;Mudalgi (Rural);29;555;5436;30200;Mudalgi (Rural);29;1;4
597418;Gurlapur;29;555;5436;30300;Gurlapur;29;1;4
597419;Hallur;29;555;5436;30400;Hallur;29;1;4
597420;Shivapur;29;555;5436;30500;Shivapur;29;1;4
597421;Khanatti;29;555;5436;30600;Khanatti;29;1;4
597422;Munyal;29;555;5436;30700;Munyal;29;1;4
597423;Kamaladinni;29;555;5436;30800;Kamaladinni;29;1;4
597424;Rangapur;29;555;5436;30900;Rangapur;29;1;4
597425;Dharmatti;29;555;5436;31000;Dharmatti;29;1;4
597426;Patagundi;29;555;5436;31100;Patagundi;29;1;4
597427;Gujanatti;29;555;5436;31200;Gujanatti;29;1;4
597428;Jokanatti;29;555;5436;31300;Jokanatti;29;1;4
597429;Kallolli;29;555;5436;31400;Kallolli;29;1;4
597430;Rajapur;29;555;5436;31500;Rajapur;29;1;4
597431;Duradundi;29;555;5436;31600;Duradundi;29;1;4
597432;Ganeshwadi;29;555;5436;31700;Ganeshwadi;29;1;4
597433;Badigwad;29;555;5436;31800;Badigwad;29;1;4
597434;Pamaladinni;29;555;5436;31900;Pamaladinni;29;1;4
597435;Mallapur (P.G.);29;555;5436;32000;Mallapur (P.G.);29;1;4
597436;Khanapur;29;555;5436;32100;Khanapur;29;1;4
597437;Mutnal;29;555;5436;32200;Mutnal;29;1;4
597438;Nandagaon;29;555;5436;32300;Nandagaon;29;1;4
597439;Konnur (Rural);29;555;5436;32400;Konnur (Rural);29;1;4
597440;Shivapur;29;555;5436;32500;Shivapur;29;1;4
597441;Molmanatti;29;555;5436;32600;Molmanatti;29;1;4
597442;Dhupadal;29;555;5436;32700;Dhupadal;29;1;4
597443;Shindikurbet;29;555;5436;32800;Shindikurbet;29;1;4
597444;Arabhavi;29;555;5436;32900;Arabhavi;29;1;4
597445;Lolasur;29;555;5436;33000;Lolasur;29;1;4
597446;Basaligundi;29;555;5436;33100;Basaligundi;29;1;4
597447;Nallanatti;29;555;5436;33200;Nallanatti;29;1;4
597448;Sanganakeri;29;555;5436;33300;Sanganakeri;29;1;4
597449;Hanamapur;29;555;5436;33400;Hanamapur;29;1;4
597450;Balobal;29;555;5436;33500;Balobal;29;1;4
597451;Beerangaddi;29;555;5436;33600;Beerangaddi;29;1;4
597452;Hunshyal (P.G.);29;555;5436;33700;Hunshyal (P.G.);29;1;4
597453;Waderatti;29;555;5436;33800;Waderatti;29;1;4
597454;Fulagaddi;29;555;5436;33900;Fulagaddi;29;1;4
597455;Masaguppi;29;555;5436;34000;Masaguppi;29;1;4
597456;Godachinamalaki;29;555;5436;34100;Godachinamalaki;29;1;4
597457;Shingalapur;29;555;5436;34200;Shingalapur;29;1;4
597458;Gokak (Rural);29;555;5436;34300;Gokak (Rural);29;1;4
597459;Maladinni;29;555;5436;34400;Maladinni;29;1;4
597460;Upparatti;29;555;5436;34500;Upparatti;29;1;4
597461;Maradishivapur;29;555;5436;34600;Maradishivapur;29;1;4
597462;Mamadapur;29;555;5436;34700;Mamadapur;29;1;4
597463;Ajjanakatti;29;555;5436;34800;Ajjanakatti;29;1;4
597464;Benachinamaradi;29;555;5436;34900;Benachinamaradi;29;1;4
597465;Kolavi;29;555;5436;35000;Kolavi;29;1;4
597466;Tavag;29;555;5436;35100;Tavag;29;1;4
597467;Benachinamardi;29;555;5436;35200;Benachinamardi;29;1;4
597468;Urabinahatti;29;555;5436;35300;Urabinahatti;29;1;4
597469;Shigiholi;29;555;5436;35400;Shigiholi;29;1;4
597470;Gaddiholi;29;555;5436;35500;Gaddiholi;29;1;4
597471;Kundargi;29;555;5436;35600;Kundargi;29;1;4
597472;Dhasanatti;29;555;5436;35700;Dhasanatti;29;1;4
597473;Musalamari;29;555;5436;35800;Musalamari;29;1;4
597474;Mallapur. S.A.;29;555;5436;35900;Mallapur. S.A.;29;1;4
597475;Dum Urabinahatti;29;555;5436;36000;Dum Urabinahatti;29;1;4
597476;Akkatangerahal;29;555;5436;36100;Akkatangerahal;29;1;4
597477;Madawal;29;555;5436;36200;Madawal;29;1;4
597478;Iranattti;29;555;5436;36300;Iranattti;29;1;4
597479;Telaginahatti;29;555;5436;36400;Telaginahatti;29;1;4
597480;Kaitanal;29;555;5436;36500;Kaitanal;29;1;4
597481;Ginimar Hosur;29;555;5436;36600;Ginimar Hosur;29;1;4
597482;Hulikatti;29;555;5436;36700;Hulikatti;29;1;4
597483;Hanamapur;29;555;5436;36800;Hanamapur;29;1;4
597484;Panchanaikanatti;29;555;5436;36900;Panchanaikanatti;29;1;4
597485;Chikkanandi;29;555;5436;37000;Chikkanandi;29;1;4
597486;Herenandi;29;555;5436;37100;Herenandi;29;1;4
597487;Makkalageri;29;555;5436;37200;Makkalageri;29;1;4
597488;Pudakalkatti;29;555;5436;37300;Pudakalkatti;29;1;4
597489;Khanagaon;29;555;5436;37400;Khanagaon;29;1;4
597490;Midakanatti;29;555;5436;37500;Midakanatti;29;1;4
597491;Rajanakatti;29;555;5436;37600;Rajanakatti;29;1;4
597492;Arabhavi-Dhavalatti;29;555;5436;37700;Arabhavi-Dhavalatti;29;1;4
597493;Ankalgi;29;555;5436;37800;Ankalgi;29;1;4
597494;Lagameshwar;29;555;5436;37900;Lagameshwar;29;1;4
597495;Gujanal;29;555;5436;38000;Gujanal;29;1;4
597496;Yaddalgudd;29;555;5436;38100;Yaddalgudd;29;1;4
597497;Budihal;29;555;5436;38200;Budihal;29;1;4
597498;Suladhal;29;555;5436;38300;Suladhal;29;1;4
597499;Panjanatti;29;555;5436;38400;Panjanatti;29;1;4
597500;Kesappanatti;29;555;5436;38500;Kesappanatti;29;1;4
597501;Nabapur;29;555;5436;38600;Nabapur;29;1;4
597502;Devagoudanahatti;29;555;5436;38700;Devagoudanahatti;29;1;4
597503;Shiltibhavi;29;555;5436;38800;Shiltibhavi;29;1;4
597504;Hirehatti;29;555;5436;38900;Hirehatti;29;1;4
597505;Jamanal;29;555;5436;39000;Jamanal;29;1;4
597506;Hunshyal (P.Y.);29;555;5436;39100;Hunshyal (P.Y.);29;1;4
597507;Bisanakoppa;29;555;5436;39200;Bisanakoppa;29;1;4
597508;Dhavaleshwar;29;555;5436;39300;Dhavaleshwar;29;1;4
597509;Aralimatti;29;555;5436;39400;Aralimatti;29;1;4
597510;Avaradi;29;555;5436;39500;Avaradi;29;1;4
597511;Hale Yaragudri;29;555;5436;39600;Hale Yaragudri;29;1;4
597512;Venkatapur;29;555;5436;39700;Venkatapur;29;1;4
597513;Yaragudri;29;555;5436;39800;Yaragudri;29;1;4
597514;Gulaganjikoppa;29;555;5436;39900;Gulaganjikoppa;29;1;4
597515;Kamankatti;29;555;5436;40000;Kamankatti;29;1;4
597516;Kopadatti;29;555;5436;40100;Kopadatti;29;1;4
597517;Yadwad;29;555;5436;40200;Yadwad;29;1;4
597518;Timmapur;29;555;5436;40300;Timmapur;29;1;4
597519;Kuligod;29;555;5436;40400;Kuligod;29;1;4
597520;Hosatti;29;555;5436;40500;Hosatti;29;1;4
597521;Bairanatti;29;555;5436;40600;Bairanatti;29;1;4
597522;Sunadholi;29;555;5436;40700;Sunadholi;29;1;4
597523;Lakshmeshwar;29;555;5436;40800;Lakshmeshwar;29;1;4
597524;Honakuppi;29;555;5436;40900;Honakuppi;29;1;4
597525;Shiddapurahatti;29;555;5436;41000;Shiddapurahatti;29;1;4
597526;Tigadi;29;555;5436;41100;Tigadi;29;1;4
597527;Talakatnal;29;555;5436;41200;Talakatnal;29;1;4
597528;Udagatti;29;555;5436;41300;Udagatti;29;1;4
597529;Hadiginal;29;555;5436;41400;Hadiginal;29;1;4
597530;Kalarkoppa;29;555;5436;41500;Kalarkoppa;29;1;4
